plasmid_id,length,AS_SRR11088434,AS_SRR11235435,AS_SRR11673976,AS_SRR11783213,AS_SRR13994250,AS_SRR14932642,AS_SRR8208348,AS_SRR8351382,AS_SRR8831201,AS_SRR9261047,DW_SRR15085115,NW_SRR13225453,NW_SRR13225455,NW_SRR13608705,NW_SRR13608725,NW_SRR14751605,NW_SRR21694251,NW_SRR21802946,NW_SRR25018385,WW_ERR11269302,WW_ERR1713344,WW_ERR2592329,WW_ERR4678576,WW_ERR9855099,WW_SRR11088392,WW_SRR12396704,WW_SRR22752015,WW_SRR8208343,WW_SRR8648016,DW_SRR17063163,DW_SRR18749962,DW_SRR19238510,DW_SRR21802943,DW_SRR22105540,DW_SRR22372546,DW_SRR6439731,DW_SRR7369915,GW_ERR3281033,GW_SRR12964613,GW_SRR13727526,GW_SRR13727538,GW_SRR15669520,GW_SRR18331974,GW_SRR20309467,GW_SRR21427518,GW_SRR26726064,GW_SRR7912025,NW_SRR11088437,DW_SRR15085116,NW_SRR12404955
NZ_CP138514.1,1192185,2.546115283726977,2.7194013141325786,2.6695835262522625,2.348004961127749,2.6217689970161278,2.4779465569269425,2.3602550881551934,1.5400091997933725,2.584951051590298,2.388511805388133,1.820606349608238,2.0693564241675078,2.0838697038652367,1.9197446339861775,2.1242873501365804,2.14561347660606,1.8687387808825835,2.047054893003408,2.4141354249508464,1.7684449735949088,2.318210658350965,2.0475305546898794,2.1692989450566245,2.316174265587661,2.1205212248742713,1.5110150941832845,1.4723086199591189,1.4419098727488175,2.5135937501397616,2.086323787591051,2.3298141377407173,1.768771346728785,2.076984237518733,2.377124380508335,1.6341307134254708,2.4064724605581436,1.7385968500715894,2.58861467573628,3.001500641135386,2.4766517508522554,2.743604502650839,1.9622963566538045,2.341588707270881,2.1644427168475566,2.2401159172127,2.54449052348212,1.89102958963484,2.4737963347823415,1.8653126087376521,1.3056020814463487
NZ_CP138516.1,1298350,2.68436901751661,2.8481071280432024,2.7899697925839786,2.4484375472668423,2.7648816061654493,2.597461729242485,2.4496553588322745,1.585182108947959,2.5883943994353995,2.543040044579911,1.961715521399912,2.2091685084716146,2.2408399697705383,2.0847902329567036,2.2579167213470224,2.3347037674882762,2.040658767475461,2.184489307933852,2.6282906238388937,1.8607589224664636,2.3994565927711378,2.1544081951969583,2.2697863859553298,2.37527625887095,2.2279372237642736,1.599829793404408,1.5162802825361203,1.4824392579697834,2.679733125100069,2.259201029660146,2.519365981167079,1.9038561514249184,2.065072984234738,2.5792889332034443,1.7172242925368806,2.5397902877448817,1.901558290067124,2.633536447330526,3.194103301410498,2.723169665636564,2.836384750953454,2.0577728301623224,2.294906630923035,2.2291355176416374,2.4024513057947754,2.6294972534468335,2.0512618344029536,2.6385166072115585,1.9632891245371387,1.4842032309181024
NZ_CP138497.1,938298,1.7646821592354165,1.8622815574431941,1.7957069657598488,1.602625767613516,1.7557537939114358,1.7074217586416796,1.3170745028484043,0.9321438856736133,1.4126402316966407,1.6228236244303755,1.2499690894052506,1.4555934120133145,1.4458816517397954,1.3312838090526544,1.3705356498129775,1.3034329257520627,1.3598115040322245,1.3651289336373318,1.5095930979158674,1.2286697683786616,1.4412023197615353,1.451176156988519,1.5578967132486874,1.4435684463469334,1.4135808795896356,0.8819325526155886,0.944415860762028,0.9405527542920188,1.8082840702447367,1.3917970120965077,1.6525377127381988,1.2926011583659436,1.3217783362111137,1.580836912376088,1.0193930607571475,1.6432707398328306,1.2758895140513176,1.7446733476999803,1.6391607357276041,1.7327302158275097,1.733572250969072,1.2755617371954844,1.7181761687015389,1.3461685672372947,1.4890903477615018,1.7877150860344138,1.3689935494256573,1.667555344432109,1.2930842795257311,0.8660553292084625
NZ_CP076395.1,404150,1.0145477713732465,1.0328000329601872,1.0225199939618073,1.0776537495840517,1.1355133450491515,1.0002464772771424,1.2506780812660725,2.026172450296504,0.7699271555696423,1.107091294346569,2.81440503840849,1.138582838573965,1.1635514543457346,2.6871147939727495,2.479338151065132,0.7665680466386942,0.8201371540046382,1.067101265901424,1.372256474306997,2.0583121488183402,1.1513884662541085,1.0579472732744548,0.9200822886719775,1.234707246217819,0.7285615975602359,1.2736580262939845,0.8907535538182885,0.9101002800469647,0.9677301053599492,1.2623448401277433,1.4234453200884056,4.158855332445179,4.315697340152255,1.0142481719336869,6.434746122020083,1.047190398191904,0.6500087786511682,1.6269876983307796,0.5435966239359541,0.8246016858622961,0.779665952122813,1.9157366132716618,0.7600117788530194,0.582744084105439,1.4356788682881794,1.3287951544254064,3.52001725847579,0.9738868686214378,3.1764871211695245,1.5568601014719663
NZ_CP136338.1,142941,0.2677592565742994,0.24540470246461038,0.23885761535239375,0.31569712920107695,0.1915747936002343,0.400687465193685,0.3582722211628006,0.6487155651338016,0.5631093810622918,0.31442239213442696,0.16710175251077072,0.35140469011932696,0.33781465280414863,0.2535756247957101,0.49535693138656617,0.6288234222101347,0.41439952956709036,0.4279725628170534,0.23819523332813522,0.6685263364404567,0.3565015570678272,0.3957571914723713,0.5684859745932507,0.35815325710452073,0.21089262095455633,0.9630223581726784,0.738118629783628,0.33128152807362105,0.30150888613987586,0.3130289123568036,0.230075125598329,0.2824386880281904,0.23954596341762127,0.17971394566691284,0.36504402798447233,0.30704226574961063,0.5036154971984268,0.1869949959475197,0.46226094268447643,0.23529803328781007,0.2904505564590851,0.3066797621343786,1.438379166793877,0.5576201016867017,0.5735988487187657,0.44430499472516277,0.2813591487716751,0.2086376813100903,0.1893867179019599,0.32038220063275213
NZ_CP155749.1,880083,2.21633266994694,2.2018644190131957,2.2003937231815494,2.1788426051970835,2.279312999981694,2.1083419404763446,1.8671766084643056,2.301272298607414,1.4732377311753935,2.467564562900979,5.013495473397143,2.2598310423412213,2.4551247630784636,3.5661251328804355,2.6514897021977,1.8674302975064938,1.830782420206234,2.225250243150541,2.840255124144871,2.0516052859159735,2.077161875395302,1.8618857061713092,1.8572294792421056,2.1418670865188685,1.8899317197924752,1.8305840192233331,1.193899026395802,1.3541619059011154,2.2055552126743216,2.4927087622032578,2.80915658534407,3.9377870255368,3.714712043134495,2.3295832019714644,7.625642265626431,2.076513694265551,1.466229041191127,3.175389636702329,1.3127843910029082,2.088514422363737,1.810684212349219,2.981156322888427,1.2264386007589283,1.1625584908628597,2.944762765244958,2.3287769653315875,5.3089195986090285,2.395044890056199,6.23558494988526,3.5923450614997616
NZ_CP149519.1,94230,0.1668418897095768,0.15174077184456547,0.15378943660948086,0.1661372780349094,0.15558068812125872,0.1386889999093417,0.12973800606153738,0.20640126828147748,0.10042645998626457,0.22327743461961594,0.13234348074334537,0.15219396630889906,0.15726141372229574,0.12273587933720269,0.0984141754924424,0.10762841622016471,0.11034513925895519,0.1307387151573386,0.13544858733090184,0.09272667889631589,0.1336880839004352,0.10726730801104735,0.1255097321554121,0.15141683541827847,0.1132448821219924,0.07491852179196819,0.1342139694276176,0.14744565705463225,0.15944871853356554,0.08857460146818281,0.12771192744424834,0.1093597202650071,0.10951864400809501,0.11519845005721742,0.15271670844140445,0.15593730429297112,0.09704207146493256,0.10588749254493512,0.06468130155724273,0.133479873664039,0.14415323754537368,0.26128000175725086,0.056136674089182464,0.06704090447499855,0.08903885968710638,0.14181126996253046,0.05630906250667315,0.14449427304326118,0.14258723123455436,0.061840283809754815
NZ_LR743510.1,2832553,6.502833709779347,6.4277569384446815,6.6490217375209895,6.406872976979157,7.304692505537555,5.741332013391527,6.700391759715771,5.63856806856958,4.892427915410772,5.7398902280160655,14.172904455443899,4.966476054472026,5.2280581646790285,6.827153840943959,5.459359989719046,4.224662190807108,5.461734689073921,5.489334854706766,6.199114900122881,4.95766490559351,5.796714817640023,4.513400892012351,4.608446049469114,6.050223734649229,4.590712692532685,4.1096434292658675,3.6265708738225726,4.355677015046504,6.187712269572629,6.380526285982698,6.273723787585742,5.66476604228884,5.4988045875473635,7.123518701748377,6.657911734490725,5.947688689278985,4.857579190675483,5.626511397604897,4.3968144713748485,6.265996258481847,5.756748521096136,5.82062195573875,2.72440143040185,3.4082470490043417,4.524677287150569,4.862572301647932,4.133043574913667,6.222030558386195,11.304237731801894,6.217425047791468
NZ_CP062179.1,763274,0.8422047204668939,0.9077681647340247,0.8618665227655753,0.8241522219197144,0.8253359144745274,0.7586764858249259,0.579678483023437,0.4005587771177489,0.5963227756311833,0.6826298821942607,0.6168647466789103,0.6028944712833202,0.6334960572346697,0.6261061099970259,0.487215052554886,0.4526339446801962,0.681412170299511,0.5826984498419608,0.6702528786788242,0.43656518369100056,0.6654137082753161,0.6178132965245555,0.6008926256377495,0.6581086819652724,0.6447958043196488,0.34412459260895983,0.34030749316707715,0.40052641388731375,0.9269779253061556,0.707577811905563,0.8396585927928966,0.6518603958764402,0.6587571928095889,0.7701932737632258,0.40937780715012506,0.7446606038852037,0.5703120501382859,0.6510215216006946,0.5094143830949893,0.7629137951184789,0.7834993097207501,0.552262972589725,0.35208528047162685,0.3554142073067316,0.5116652052075946,0.5545399978173087,0.48709200705889183,0.828053081286059,0.6413177052489286,0.3433628950284855
NZ_CP046503.1,311349,0.14733606151399392,0.1423173799624985,0.1060594483651852,0.16710530296155127,0.09318880773244,0.17359649605636357,0.09391309821578998,0.18978958725970066,0.12349960184595979,0.15606495627536054,0.3810676574788691,0.15824733084457504,0.17094536112103556,0.08732858055719969,0.08916299183279552,0.10492375318790689,0.19206833113333496,0.07703506130706962,0.07841836174371536,0.7317909704025796,0.2957797264628489,0.5265314182111924,0.33803461423730574,0.2566762497690622,0.20454081159529425,0.16278379274153454,0.2075194744120427,0.41686135759643256,0.19132772856686678,0.08202948711190558,0.15814774493860015,0.10903487704246738,0.1839292165662823,0.09942411683915525,0.21408209077896104,0.18109290458990318,0.11993368497395195,0.07355513911049745,0.08522267371507966,0.13201599622271937,0.16095104052668635,0.08219837017451698,0.1482205166740695,0.044701205987504454,0.06083878215908631,0.07237440430717741,0.05336329474815603,0.15998199053023374,0.3149819689335247,0.0799407673512437
