Representative	AS	DW	GW	Group	MW	NW	WW
SRR25018385_k141_547773_1_618094922	237	241	47	0	3	96	137
SRR2107218_k141_428596_22_24441139	142	108	24	0	6	398	300
SRR5306401_k119_385462_1_497700530	20	76	83	0	57	149	218
SRR21203046_k141_6694_4_178930393	234	261	73	0	10	116	174
SRR13608725_k141_2544356_2_358247202	348	80	42	0	36	398	355
ERR1713390_k141_1076488_7_144793319	260	99	92	0	1	171	487
ERR12084966_k141_193101_1_42657136	157	65	54	0	1	208	210
ERR4869799_k141_565825_2_125503997	242	68	47	0	0	167	217
ERR2592255_k141_265272_1_48583072	372	176	101	0	7	511	464
ERR5954444_k141_370665_1_222645525	158	77	27	0	125	194	75
SRR2107215_k141_33528_1_23499252	80	153	38	0	13	131	116
SRR18331973_k141_114215_2_145248071	185	59	76	0	0	199	237
ERR1713350_k141_1124182_1_102786353	255	51	25	0	1	107	330
ERR4678563_k141_1701765_1_156357092	205	101	56	0	0	292	390
SRR13608701_k141_732800_2_349953143	209	208	24	0	10	281	105
SRR21203057_k141_4769_8_166282825	10	121	47	0	3	347	86
SRR22372529_k141_80102_1_204981498	77	52	30	0	1	112	417
SRR14932665_k141_1242191_2_754924370	294	49	23	0	1	175	176
SRR13608705_k141_600173_5_354860365	347	104	28	0	3	140	244
SRR22372567_k141_237784_17_195159848	116	73	25	0	0	178	88
SRR13727517_k141_401255_35_116344295	211	109	84	0	1	308	256
SRR14932540_k141_421856_1_542342379	265	66	33	0	0	125	124
SRR13727524_k141_16830_4_120833789	178	77	33	0	0	146	87
SRR11088478_k141_2187162_1_44266555	151	85	36	0	25	343	302
SRR21705850_k141_626976_1_578035101	432	64	93	0	4	105	186
ERR4678652_k141_334433_1_128407345	498	102	50	0	10	93	388
SRR14932552_k141_353901_1_564460191	504	199	120	0	10	510	402
ERR4869837_k141_469880_1_258204687	42	95	75	0	18	232	224
SRR22372540_k141_225165_1_213835204	6	49	40	0	2	90	192
ERR1713357_k141_81162_2_112672911	31	45	46	0	6	114	197
ERR1725975_k141_185155_1_184637639	6	54	41	0	4	103	208
ERR4678566_k141_296927_2_160849986	136	59	46	0	0	124	327
SRR1763384_k119_11492_12_14232276	489	194	110	0	23	288	510
SRR14751609_k141_454358_10_490391552	131	80	65	0	0	201	421
SRR18749947_k141_873489_1_98928479	200	140	41	0	7	385	274
ERR4678683_k141_907153_1_176427606	178	75	67	0	1	169	456
SRR12113413_k141_740668_2_97667397	158	51	27	0	0	139	321
ERR1725975_k141_88143_2_184779525	14	57	40	0	4	121	231
SRR15237801_k141_554122_1_221066541	5	47	29	0	5	90	212
SRR14932579_k141_512004_4_612416074	364	179	80	0	3	461	450
SRR20309469_k141_296329_3_177417313	181	49	23	0	42	198	122
SRR19786841_k141_355727_132_562744627	18	44	37	0	5	116	235
SRR19238502_k141_460570_3_121273919	21	96	61	0	22	234	186
ERR4678619_k141_703894_1_94622471	103	114	45	0	33	442	239
SRR24226012_k141_77853_2_190556197	118	148	26	0	2	100	115
SRR11088370_k141_1544785_3_360210154	25	61	49	0	2	97	146
SRR7369920_k141_822713_1_18772650	227	65	43	0	0	133	188
SRR14143313_k141_92515_12_74319730	83	116	25	0	0	219	299
SRR14492169_k141_733264_13_371565472	198	87	56	0	0	306	358
SRR22105535_k141_863348_1_143389681	91	46	34	0	2	105	79
SRR13727519_k141_356024_117_118442008	316	110	96	0	34	314	353
ERR1726002_k141_96729_1_47140307	77	53	58	0	0	89	375
SRR6747748_k141_467873_1_97991251	321	116	60	0	9	339	272
ERR4678643_k141_569254_7_147021552	162	57	47	0	1	155	441
SRR14932486_k141_1931139_29_460057507	322	118	40	0	0	93	76
SRR13107690_k141_1454811_3_331581611	5	58	47	0	15	176	131
SRR13608700_k141_2040089_1_385862278	78	94	80	0	7	200	203
ERR4869784_k141_359718_1_116823591	194	117	41	0	3	378	217
ERR3281037_k141_8064_1_11148616	255	183	66	0	18	196	250
SRR5123271_k141_527474_1_39564366	178	64	51	0	0	236	256
ERR4869798_k141_732307_1_122452495	275	158	69	0	6	483	424
SRR25018387_k141_943424_1_619366653	156	64	31	0	1	119	77
SRR15669518_k141_609110_1_137665088	271	195	39	0	8	79	157
SRR13013688_k141_321602_3_304994644	206	73	40	0	1	162	129
SRR9852204_k141_1191299_1_330090543	296	153	79	0	1	372	281
ERR11181240_k141_34543_1_2797557	88	46	49	0	33	217	474
SRR14751609_k141_457320_1_490484878	293	124	76	0	2	172	489
ERR1713355_k141_2306_1_109494796	303	157	94	0	3	305	481
SRR2107183_k141_121123_2_20013791	189	60	25	0	8	107	74
DRR198496_k141_24182_1_459846	209	51	40	0	1	140	320
SRR14932623_k141_445038_41_673034288	419	72	56	0	3	175	221
ERR4678692_k141_835155_1_184987537	22	78	74	0	6	152	277
ERR4678589_k141_467829_2_21728430	5	50	36	0	3	89	173
SRR14932592_k141_1437652_2_635305853	447	217	46	0	7	219	517
SRR19786826_k141_40931_1_549669874	203	135	74	0	3	424	306
ERR4869764_k141_808191_1_106799037	71	46	55	0	0	99	379
SRR14554404_k141_329921_1_400145329	283	138	28	0	0	398	104
SRR18749947_k141_116477_1_99897948	300	180	113	0	10	447	211
SRR11088437_k141_717112_1_117135917	31	74	70	0	0	153	180
ERR1713359_k141_314311_6_187522493	6	53	47	0	6	100	199
ERR11269306_k141_1484294_2_204327246	288	153	81	0	5	482	431
SRR22752047_k141_654789_1_293700085	126	87	29	0	11	345	299
SRR6439740_k141_17698_2_3579920	17	54	62	0	8	148	247
SRR21802942_k141_182781_6_173674047	15	51	43	0	1	82	101
SRR10598218_k119_234050_3_51911939	6	53	27	0	7	131	88
SRR14560393_k141_16208_1_402355601	34	132	42	0	48	410	68
SRR19238511_k141_777379_1_132876840	52	114	32	0	0	409	124
ERR1713380_k141_150819_2_132781079	19	44	31	0	1	83	154
SRR18749953_k141_484382_1_106009438	284	88	34	0	3	178	149
SRR22372584_k141_39529_4_184754784	269	156	91	0	3	470	457
SRR11088448_k141_649275_2_2585141	97	46	48	0	2	123	435
SRR8831205_k141_1867464_6_218259727	223	80	45	0	0	219	346
SRR11088483_k141_1568538_2_405072937	328	120	52	0	20	269	178
SRR22372551_k141_167164_9_188522651	70	46	46	0	25	199	454
SRR20309467_k141_408253_10_174969951	169	88	34	0	0	175	63
ERR5954369_k141_610471_1_170245804	128	82	49	0	0	273	103
ERR3281021_k141_327566_47_703177	125	83	77	0	1	169	456
ERR1713352_k141_48455_1_107432644	215	126	41	0	527	420	345
SRR6747763_k141_68122_2_112190308	252	191	23	0	10	272	131
ERR11181232_k141_220498_1_864519	140	75	23	0	1	235	190
SRR2107218_k141_158279_2_24494079	237	96	51	0	0	231	171
ERR3281032_k141_20146_1_9732142	110	83	55	0	25	122	93
SRR22372553_k141_196607_1_189321219	244	183	48	0	12	142	100
SRR21427515_k141_223401_16_47223162	112	102	58	0	0	283	144
SRR10598218_k119_368537_1_51642409	17	48	52	0	3	134	188
SRR11088448_k141_1142257_3_2683506	222	63	42	0	1	146	464
SRR8503604_k141_3086625_3_65662232	33	57	75	0	18	149	218
ERR1725981_k141_271251_1_186286571	87	52	61	0	0	116	428
SRR12404956_k141_2057743_2_152990148	198	116	71	0	0	390	120
SRR11088485_k141_382864_2_408787127	293	109	60	0	8	330	255
SRR19238511_k141_222103_1_133454049	70	118	53	0	2	392	59
ERR11181245_k141_24078_1_4251262	55	107	93	0	34	215	322
ERR1713404_k141_85061_1_161788264	71	56	40	0	1	129	430
SRR14932518_k141_1315108_3_497833641	311	109	42	0	1	375	352
SRR20309467_k141_514056_4_174777589	135	47	33	0	0	131	223
SRR14932642_k141_1400872_28_708566948	409	50	66	0	4	146	446
SRR22372569_k141_38392_1_196529543	99	113	37	0	2	337	62
SRR13608725_k141_1967313_1_359000074	351	126	80	0	5	405	277
SRR11088437_k141_3661594_1_114125419	412	211	68	0	9	492	122
SRR14751592_k141_1189902_35_454721208	18	73	29	0	1	143	66
SRR18331981_k141_33524_3_179216531	458	248	139	0	21	577	494
ERR2985267_k141_160453_1_5234739	345	46	49	0	2	141	247
SRR26726069_k141_165235_21_161372955	40	65	66	0	11	145	205
SRR14932615_k141_724064_1_660913156	377	52	42	0	2	163	198
ERR9855095_k141_113446_2_41273883	206	78	42	0	1	306	379
SRR10132668_k141_452973_3_297350433	308	61	25	0	14	156	258
SRR10132665_k141_81946_4_378710539	84	67	25	0	0	251	157
ERR4678602_k141_157533_2_67076105	31	107	74	0	29	238	187
SRR13727528_k141_394423_1_126368136	17	54	60	0	1	95	112
ERR1713363_k141_407976_1_118279418	511	44	44	0	0	94	424
SRR19786825_k141_86623_1_549568228	84	59	45	0	0	155	342
SRR14751592_k141_939110_1_455192480	316	95	23	0	1	83	66
SRR14751604_k141_1375829_3_462117851	178	61	57	0	2	152	419
ERR11181241_k141_219991_1_3187401	89	64	65	0	1	115	433
ERR4225396_k141_198979_3_61576399	169	83	31	0	1	244	272
SRR15669520_k141_586116_3_139700066	77	107	24	0	0	228	195
ERR9855095_k141_698145_1_40775593	115	72	76	0	1	150	448
SRR21427519_k141_248777_1_147675981	194	241	69	0	9	92	167
ERR11269302_k141_327485_5_198593072	202	50	36	0	1	147	433
SRR9852202_k141_161819_1_327004009	415	139	39	0	0	89	99
SRR14932528_k141_736651_1_519759129	281	58	37	0	0	111	198
ERR3281025_k141_1670_13_4482243	145	98	38	0	12	94	87
ERR4869845_k141_744766_3_166842247	391	127	84	0	315	362	304
SRR13727531_k141_537990_279_129537370	139	62	23	0	3	220	61
SRR13608732_k141_780171_2_389892810	163	77	49	0	2	150	163
ERR11181239_k141_57615_25_2499491	347	173	82	0	12	541	440
SRR19238511_k141_918109_1_133102049	101	111	60	0	5	374	177
SRR13225449_k141_656565_1_337887092	284	109	73	0	1	307	444
SRR14751619_k141_1595837_1_514095197	92	123	86	0	16	278	178
SRR20681263_k141_661538_2_164202713	95	62	67	0	1	123	446
ERR1713368_k141_191559_1_188239414	186	59	30	0	3	129	323
ERR4678618_k141_1008515_3_92197721	8	54	54	0	5	117	67
ERR3281030_k141_55253_3_8360273	169	183	36	0	9	90	156
ERR3281029_k141_211986_10_7802066	43	55	45	0	4	164	240
SRR11088418_k141_37794_1_42099731	81	53	29	0	0	142	72
SRR12964612_k141_97512_5_113162409	298	50	27	0	5	143	80
SRR6337694_k141_240913_1_507495385	307	141	61	0	4	388	395
ERR4678695_k141_269270_2_277423024	497	96	80	0	17	140	476
SRR8351383_k141_557435_1_204553316	77	61	33	0	7	102	184
SRR20681262_k141_353328_12_170137152	5	48	43	0	13	142	143
SRR11536955_k141_352700_7_92561771	13	58	50	0	4	115	173
SRR10132668_k141_169752_2_297332405	223	81	48	0	32	327	239
SRR13171211_k141_34117_4_45783635	326	144	49	0	51	194	157
ERR2338392_k119_577418_3_21837316	163	82	33	0	5	354	247
ERR1713388_k141_390462_3_143903118	215	74	78	0	2	134	436
SRR18331993_k141_20404_2_174636160	372	102	77	0	12	191	474
ERR4869818_k141_1093167_3_142886249	12	69	45	0	4	149	75
SRR14932575_k141_494522_1_603782429	243	243	42	0	12	189	161
ERR1713334_k141_167668_1_86183754	169	68	54	0	1	121	425
SRR14932612_k141_1381761_4_652542400	314	66	68	0	1	246	454
SRR4754862_k141_27960_2_118120847	482	284	140	0	67	620	471
SRR14560445_k141_470972_5_432324779	193	120	37	0	20	403	344
ERR4678618_k141_278087_2_92908927	28	88	87	0	7	172	292
SRR21802942_k141_384604_2_174529638	68	163	27	0	3	519	89
SRR22372576_k141_58169_91_227266646	81	94	42	0	0	281	180
ERR2592337_k141_441608_1_11204685	32	59	54	0	3	164	219
SRR8351384_k141_962555_2_206508353	97	67	24	0	0	271	113
SRR14751604_k141_1500702_1_460322595	22	48	52	0	1	128	163
SRR14455375_k141_84703_1_36024838	255	53	24	0	3	211	243
SRR21427519_k141_202126_14_147279174	23	66	67	0	12	151	179
SRR12341065_k141_412295_1_234428778	395	89	44	0	3	258	397
SRR10132618_k141_126667_8_280642734	135	74	32	0	7	321	280
SRR6747784_k141_85011_1_137237008	120	47	39	0	8	189	280
SRR15085118_k141_151058_1_52468174	258	128	68	0	0	208	114
SRR7912025_k141_2199_2_58879839	526	132	74	0	7	132	446
ERR4678581_k141_331902_1_49063772	139	49	45	0	0	114	344
SRR11088370_k141_1737846_1_360050133	20	52	47	0	1	90	125
SRR6986826_k141_54515_2_34756994	187	105	106	0	0	272	276
SRR9261013_k141_343410_1_231029641	234	51	43	0	0	131	191
SRR14751605_k141_1210905_11_464087961	232	87	50	0	0	300	378
ERR3761207_k141_1235452_3_136413475	135	99	32	0	2	407	129
SRR19786826_k141_249042_2_550218960	21	46	32	0	2	111	220
SRR22372585_k141_457153_1_185433029	79	54	55	0	0	95	400
ERR4678569_k141_196982_2_5618696	14	48	50	0	1	88	195
ERR11269296_k141_100568_6_52290132	12	49	50	0	2	86	154
ERR11269296_k141_56399_1_52444514	5	53	33	0	4	99	199
SRR1702232_k141_114205_2_13034153	22	50	24	0	7	84	220
SRR15669518_k141_10002_26_137205018	70	51	38	0	6	104	110
SRR19238498_k141_628352_10_117212848	72	139	33	0	11	91	79
SRR11088433_k141_228314_1_56884794	21	58	59	0	3	129	168
SRR14932538_k141_1004156_1_536930626	232	132	60	0	0	384	347
SRR14932640_k141_430847_1_702454861	136	61	28	0	2	198	348
ERR11181244_k141_28793_1_3835131	70	44	26	0	0	224	266
SRR14932574_k141_441980_1_603336145	251	48	27	0	0	81	87
SRR7369915_k141_951564_2_12817381	180	120	69	0	0	406	321
SRR22752041_k141_68593_1_280500928	9	48	28	0	7	95	105
SRR22105545_k141_355684_2_156815883	167	97	36	0	4	323	280
SRR18331982_k141_105769_3_179385197	337	202	128	0	2	415	494
SRR7369924_k141_187525_1_25626418	52	158	64	0	5	319	87
SRR9261022_k141_91383_1_234939573	264	74	32	0	0	120	85
ERR4225396_k141_827606_20_61877483	210	81	41	0	2	244	385
SRR15237802_k141_104123_2_222255718	33	60	50	0	3	141	207
SRR22752011_k141_442970_1_253034486	23	56	51	0	6	135	260
SRR13225461_k141_40057_4_346664237	135	50	38	0	0	127	173
SRR14751603_k141_871706_1_458886500	84	101	39	0	4	324	291
ERR1713371_k141_107349_2_126402419	5	51	39	0	3	87	205
ERR4678567_k141_76320_1_2085175	195	136	42	0	10	184	87
SRR12113409_k141_583669_1_83793329	15	48	33	0	1	152	126
ERR3281024_k141_941797_2_4311407	481	86	46	0	0	98	109
SRR8797414_k141_61205_2_63139439	7	48	34	0	5	111	77
SRR15669518_k141_40874_2_137337104	188	89	47	0	0	332	224
SRR14932581_k141_502397_1_614824024	392	46	26	0	1	142	238
ERR11269311_k141_243833_1_211990249	21	48	50	0	8	114	279
SRR14932652_k141_294175_1_728315022	379	45	52	0	1	144	246
SRR7369923_k141_1058909_1_22708925	4	118	46	0	1	180	89
SRR9261018_k141_258562_1_232996650	516	369	135	0	699	568	351
SRR13727533_k141_37172_17_130024852	7	45	37	0	3	81	165
ERR4678610_k141_162111_1_79130210	251	88	23	0	4	226	140
SRR22752015_k141_1430387_1_261253213	135	66	45	0	1	174	373
SRR21705956_k141_1032977_1_156776648	448	225	80	0	27	123	330
SRR12404958_k141_1227879_3_49559814	177	88	51	0	3	275	154
ERR1713356_k141_479687_1_112040832	501	90	73	0	2	341	468
ERR1713357_k141_66846_1_112224332	27	97	75	0	11	175	313
SRR14932552_k141_333915_2_563800733	163	133	38	0	19	131	93
ERR4869824_k141_700395_1_258091336	176	134	94	0	1	380	243
ERR11269297_k141_420206_1_53469965	14	56	43	0	4	100	187
SRR9261004_k141_72185_2_226507223	177	129	58	0	0	262	230
SRR14932656_k141_945783_1_737328827	361	104	58	0	53	339	249
ERR9903369_k141_102333_5_272670231	10	44	53	0	2	101	79
SRR14932674_k141_174181_1_771800411	561	306	152	0	53	383	540
SRR6747739_k141_131991_3_88136476	224	183	33	0	12	154	135
SRR7369920_k141_442988_1_19197183	61	64	24	0	0	236	110
ERR4222574_k141_290776_1_59343517	125	64	33	0	0	246	149
SRR20309469_k141_1287632_10_177940618	144	94	82	0	12	179	300
ERR4869738_k141_99514_1_26834257	163	74	28	0	57	180	83
ERR11269305_k141_226331_13_201642698	128	45	37	0	0	117	416
SRR14751629_k141_485521_1_525352751	49	53	29	0	1	218	113
SRR19238508_k141_733688_2_128806600	50	70	74	0	1	169	233
SRR9852208_k141_1433163_2_337174707	253	115	43	0	10	84	81
SRR14143317_k141_66013_1_49344044	190	114	52	0	0	310	425
SRR12404958_k141_966523_1_48848829	253	60	26	0	14	248	118
SRR13225453_k141_401603_2_341497961	23	52	35	0	1	113	149
SRR9852219_k141_1212870_1_171681234	260	126	50	0	22	135	160
SRR7369917_k141_947615_1_15448907	176	72	27	0	0	258	315
ERR472738_k141_89037_1_63293057	142	99	52	0	1	370	349
DRR125123_k141_34964_2_111750713	174	76	29	0	6	341	361
ERR1725950_k141_755415_3_176458689	441	76	34	0	0	138	413
SRR18749963_k141_115823_2_96684092	140	85	24	0	0	231	265
SRR6439731_k141_708487_1_200281198	82	95	76	0	30	168	354
SRR10598217_k119_102301_17_51132457	255	114	100	0	2	226	474
SRR9261025_k141_242404_1_237161031	256	90	45	0	4	221	182
SRR19238510_k141_565036_9_131010204	134	149	25	0	1	435	152
SRR11673987_k141_68076_2_422911124	43	44	23	0	0	129	77
SRR21802943_k141_183134_1_176783792	45	98	34	0	7	295	134
ERR3281030_k141_146521_4_8592122	95	50	59	0	1	138	446
SRR11088380_k141_380098_1_365239131	169	76	78	0	3	176	456
ERR1713397_k141_1473004_1_155719343	223	73	32	0	22	85	103
ERR4678602_k141_296384_5_66435867	247	171	88	0	4	463	474
SRR7369920_k141_224666_3_18549186	21	60	43	0	1	116	245
ERR2592255_k141_406645_1_48317237	101	46	35	0	0	86	338
SRR18331980_k141_40193_1_179077375	357	122	104	0	2	258	465
SRR18331980_k141_41971_8_179182308	130	73	72	0	4	259	128
SRR10132616_k141_188052_1_376461819	7	48	37	0	4	98	213
ERR1713342_k141_774129_1_92549222	229	64	33	0	0	87	330
ERR4678598_k141_37841_2_62541150	26	83	66	0	9	153	301
SRR12964613_k141_162020_2_114304146	23	73	66	0	14	208	200
SRR11536955_k141_2271884_1_93997845	18	56	39	0	5	109	162
SRR4754859_k141_249462_1_130686684	14	61	67	0	12	125	196
SRR13225451_k141_531790_1_339280980	143	48	50	0	0	128	425
SRR8351385_k141_2210739_1_209946615	222	47	45	0	1	154	242
SRR9261039_k141_170420_2_243847929	290	87	32	0	5	171	251
SRR6797132_k119_135410_13_22802074	23	46	28	0	0	96	138
SRR22372568_k141_136761_23_195604932	360	268	96	0	38	149	330
SRR12964614_k141_1122721_1_115899573	5	46	42	0	6	82	132
SRR9030454_k119_102060_2_230361193	378	201	107	0	3	506	479
SRR18749953_k141_561067_3_106030342	23	89	64	0	1	143	59
ERR9903369_k141_240511_3_272751542	168	111	37	0	4	114	75
ERR9855093_k141_277032_2_28275068	161	46	23	0	2	178	265
ERR3281040_k141_56855_1_22705844	62	54	51	0	0	102	417
SRR13608725_k141_1734878_1_359276414	18	78	63	0	2	133	60
SRR13608725_k141_52563_1_359378141	38	45	41	0	1	84	96
SRR6797145_k119_86578_6_1765810	13	77	67	0	4	121	108
SRR21427519_k141_186819_1_147401525	60	45	60	0	20	140	250
SRR14751604_k141_483029_2_460570642	117	78	60	0	1	207	422
ERR12084959_k141_1638749_1_34525987	249	112	78	0	9	415	233
SRR12964611_k141_395057_7_112971007	184	164	95	0	19	305	313
ERR4225396_k141_698725_2_62327230	226	74	35	0	1	258	158
ERR4678654_k141_539303_2_129266477	157	48	45	0	0	152	445
SRR11088411_k141_807221_1_76290972	35	54	34	0	0	101	145
SRR22372524_k141_179727_1_202480515	34	62	65	0	1	145	205
SRR22752013_k141_567658_1_257818476	420	98	58	0	2	308	413
SRR22372526_k141_45280_1_203200046	247	227	44	0	10	86	121
ERR4678611_k141_592553_1_81181226	110	63	79	0	1	150	430
SRR15237802_k141_174050_1_222217758	9	60	41	0	5	105	190
SRR14751606_k141_2174241_1_467890001	71	45	24	0	2	259	256
SRR9261012_k141_129231_1_230301099	343	85	52	0	3	244	372
SRR26502666_k141_297599_6_211458561	11	53	47	0	10	109	201
SRR12404949_k141_469913_2_125810980	141	52	46	0	0	127	399
SRR12404949_k141_478043_2_126027043	135	68	23	0	0	110	81
SRR12404949_k141_1506950_2_126099729	171	84	79	0	0	257	134
SRR12404949_k141_17845_2_126206949	106	60	70	0	0	96	393
ERR1713395_k141_372144_1_151927733	14	48	52	0	1	90	169
ERR4678684_k141_332404_1_177558805	293	161	53	0	3	464	303
SRR6986816_k141_275820_1_222226160	511	290	69	0	19	153	382
SRR13727517_k141_186295_49_116622865	177	135	62	0	6	456	425
SRR13727517_k141_170360_8_116743589	213	129	67	0	37	170	128
SRR12404961_k141_656214_3_9721868	258	86	45	0	69	312	205
SRR5877432_k119_583959_2_58616779	295	273	105	0	593	390	157
ERR3761224_k141_932855_7_60822410	165	177	54	0	6	460	81
SRR13727519_k141_480645_1_118386887	116	66	33	0	2	165	107
ERR9855086_k141_1001904_1_43751022	79	96	68	0	15	226	228
ERR4678690_k141_19848_1_181707459	290	99	42	0	1	278	453
SRR20309467_k141_496732_2_175519325	25	50	77	0	0	91	74
SRR14751620_k141_295634_2_515437898	156	81	32	0	0	217	241
ERR4678620_k141_262991_11_30955243	25	50	53	0	9	127	257
SRR8831205_k141_256498_3_217233271	340	125	66	0	121	317	197
ERR4678673_k141_665758_1_190022606	100	55	29	0	2	118	408
SRR12964613_k141_71692_2_114432967	15	72	51	0	5	117	65
ERR1713350_k141_417178_1_104784148	163	74	77	0	1	151	453
SRR13608737_k141_1457043_2_366344142	84	57	58	0	0	112	335
ERR1713343_k141_107607_1_94240607	27	47	39	0	0	80	222
ERR4678644_k141_47377_1_147302906	190	66	48	0	0	177	452
SRR14560465_k141_141827_2_444420700	22	44	35	0	3	109	181
SRR2107219_k141_295_1_25017813	120	73	23	0	1	316	243
SRR14932529_k141_1464403_1_521044143	276	70	36	0	1	285	273
SRR14751621_k141_9761_15_518367881	543	274	159	0	8	573	508
ERR4678614_k141_1209641_1_84618113	297	105	34	0	0	124	143
SRR19238503_k141_829799_7_122724219	10	54	35	0	9	122	79
SRR3098779_k141_249508_1_52344048	83	53	61	0	1	156	393
ERR4678655_k141_636208_2_131057837	158	94	25	0	10	345	306
SRR24226016_k141_23276_10_197830304	166	151	60	0	25	155	103
ERR1713356_k141_713699_1_111321715	426	44	23	0	0	124	466
SRR8351385_k141_808734_1_208769614	248	201	48	0	5	183	79
SRR6986807_k141_327467_2_4209253	95	84	30	0	271	377	79
ERR2592256_k141_35585_1_24259807	19	48	41	0	1	101	162
SRR11673991_k141_513673_1_423829830	178	73	42	0	0	184	118
ERR1713406_k141_911430_2_165380807	135	107	23	0	7	380	375
SRR22752039_k141_77280_3_267938828	214	120	73	0	3	384	344
SRR1763383_k119_29950_2_14064121	313	48	30	0	4	121	193
SRR9852212_k141_457231_2_345454911	351	104	50	0	1	347	340
SRR12404948_k141_1039381_1_44441906	9	49	54	0	12	158	90
SRR10598216_k119_146402_2_50865098	22	101	88	0	15	167	283
SRR26726064_k141_97513_3_158979596	290	83	72	0	1	165	472
SRR11088370_k141_1006048_8_359250045	106	60	51	0	0	201	311
SRR18331977_k141_45624_2_178707093	31	56	59	0	6	139	263
SRR6986807_k141_262356_3_4087699	109	189	26	0	13	141	61
SRR13727523_k141_40681_155_120324546	356	117	72	0	300	360	240
SRR10132659_k141_116691_1_290915222	372	239	119	0	9	542	492
SRR14560400_k141_142189_1_407733713	190	121	31	0	16	153	131
ERR4678604_k141_373067_2_68532521	149	97	64	0	8	327	371
SRR2107177_k141_28949_2_17463426	120	85	34	0	20	85	109
ERR9855093_k141_66660_5_28177639	73	74	58	0	2	109	381
SRR12404949_k141_397607_22_126343413	78	152	41	0	13	176	125
ERR9855097_k141_693572_1_39609699	94	44	46	0	0	130	417
SRR14932643_k141_315445_5_710547752	12	56	57	0	31	82	202
SRR12404961_k141_2055806_1_11899847	246	90	45	0	1	223	79
ERR4678570_k141_276745_2_7670099	234	64	28	0	6	140	386
ERR4678659_k141_1062622_2_136303737	120	72	25	0	1	304	299
SRR14932619_k141_311401_2_665604568	354	108	41	0	1	346	218
SRR14560448_k141_109839_2_433813426	29	99	77	0	14	213	167
ERR11269308_k141_1103013_7_208300656	324	46	30	0	0	171	346
SRR14932675_k141_422452_4_772849016	493	143	109	0	17	168	495
ERR2592332_k141_426276_2_8263850	139	54	41	0	1	153	454
SRR18749955_k141_247615_4_108363843	270	218	58	0	27	304	178
SRR8224501_k141_2380543_1_24959935	6	49	40	0	6	101	228
SRR12404959_k141_1506689_4_138942155	423	296	92	0	45	415	277
ERR4678659_k141_1206292_1_135217533	327	88	92	0	3	283	467
SRR22752025_k141_1088063_2_265012542	96	46	25	0	0	143	151
SRR18331983_k141_60594_1_179593310	303	156	99	0	1	338	465
SRR11088446_k141_806940_1_11704003	110	56	56	0	1	105	397
ERR11181233_k141_19959_1_1021678	13	50	57	0	7	151	208
SRR12396704_k141_383036_1_236834489	115	99	38	0	2	274	305
SRR9261044_k141_281660_1_246887941	236	56	41	0	0	139	183
ERR4869825_k141_858086_1_153211331	8	48	41	0	7	105	65
ERR4678689_k141_176455_1_180470252	104	58	42	0	49	178	459
SRR11088423_k141_1088609_2_376929467	20	55	69	0	16	155	174
SRR22372530_k141_53420_1_205066685	161	64	25	0	20	196	59
SRR8797411_k141_397919_2_59231158	12	52	34	0	2	85	158
SRR12404952_k141_3121036_1_96541906	56	72	32	0	2	279	131
SRR14932584_k141_99215_2_619395222	297	53	45	0	0	182	342
ERR1713342_k141_970140_7_92289010	397	145	41	0	2	119	426
SRR7369914_k141_507523_3_11406144	37	90	69	0	10	164	295
SRR11536956_k141_1559403_1_71794023	30	80	73	0	8	164	306
ERR3281025_k141_59703_1_4601562	396	215	107	0	11	546	471
SRR5278608_k141_506095_1_74923189	215	101	53	0	4	355	416
SRR22752025_k141_512981_1_264150172	115	55	34	0	3	108	110
SRR1763384_k119_198679_1_14249890	67	135	31	0	9	195	95
SRR6747797_k141_502014_1_173431445	39	79	79	0	1	283	62
SRR14143298_k141_132059_5_71692909	106	48	45	0	0	151	327
SRR8224501_k141_1303499_1_24781037	260	124	25	0	4	155	324
ERR4678642_k141_977899_1_145402769	152	69	27	0	6	304	290
SRR3501861_k141_222189_1_44423265	144	103	93	0	138	246	306
SRR6337691_k141_217137_2_505839151	160	48	65	0	0	127	157
SRR9261041_k141_268432_1_245454157	287	84	48	0	1	212	448
ERR2592269_k141_531903_1_50928824	93	53	30	0	1	124	426
ERR4678600_k141_723874_1_63955480	21	58	52	0	6	125	223
ERR11269310_k141_568988_1_210794309	28	70	71	0	6	153	244
SRR7912025_k141_179187_1_59179277	300	45	51	0	5	95	417
SRR14751588_k141_283261_1_452683172	146	92	45	0	0	201	124
SRR22752048_k141_1354252_1_296257544	145	92	41	0	0	358	286
SRR6747790_k141_468850_1_147829059	265	138	51	0	24	186	83
ERR1713359_k141_156613_10_187361188	45	65	41	0	5	146	262
SRR6797145_k119_79336_4_1866782	11	55	51	0	11	140	132
SRR11088437_k141_3869635_1_114882642	67	101	36	0	4	367	252
ERR1726009_k141_273635_2_73428867	66	145	47	0	3	256	248
ERR1713395_k141_880967_1_152288128	32	52	41	0	11	104	213
SRR14751604_k141_1959226_2_460082551	337	139	87	0	4	397	327
ERR4222567_k141_957242_1_46932133	239	220	27	0	6	294	96
SRR9852167_k141_800734_1_258735679	424	74	43	0	9	138	221
SRR7369919_k141_234942_2_224550087	37	55	44	0	1	133	190
SRR6747733_k141_260161_1_82683461	297	82	37	0	1	256	371
