Representative	AS	DW	GW	Group	MW	NW	WW
SRR9852217_k141_1442557_6_355619865	472	107	84	0	75	279	246
SRR6747801_k141_547317_2_177940540	203	139	77	0	4	422	297
ERR4678573_k141_181475_2_12455297	251	128	75	0	2	410	351
SRR8351385_k141_794818_18_208281499	148	98	45	0	0	375	375
SRR14932612_k141_1288231_6_653863949	324	105	70	0	37	324	308
SRR11088392_k141_2029044_2_9033449	537	285	166	0	27	598	517
SRR6747802_k141_313771_2_178468136	373	143	58	0	67	386	196
ERR5954409_k141_49801_1_199088822	297	104	45	0	8	396	329
SRR14932622_k141_353475_1_671900990	217	113	49	0	3	241	144
SRR12328016_k141_399369_1_217724127	389	142	87	0	5	309	444
ERR12084944_k141_605190_1_8659085	87	88	57	0	0	193	394
SRR9644741_k141_21812_14_65823572	20	97	71	0	15	240	169
SRR13013689_k141_575507_2_305918449	562	246	87	0	55	376	515
ERR4678592_k141_198225_1_56155842	285	215	45	0	11	262	144
SRR12328016_k141_321102_2_218090396	99	91	87	0	2	292	189
ERR1713372_k141_873022_1_127101492	229	126	65	0	2	280	462
SRR18749952_k141_280317_1_105430236	470	323	134	0	193	483	313
SRR14751604_k141_1541098_1_461499728	382	167	80	0	5	514	480
SRR2107219_k141_149308_1_25061036	379	282	93	0	55	352	232
SRR14932539_k141_1181147_1_539884070	178	170	61	0	123	195	120
ERR1713387_k141_752633_1_143522915	251	117	50	0	1	407	371
SRR9261052_k141_315235_2_250371051	236	89	46	0	0	336	294
SRR13727529_k141_282034_1_127903030	321	148	82	0	3	447	418
SRR14560416_k141_4423_4_417236477	299	142	57	0	7	404	337
ERR11269295_k141_702672_1_51942924	295	157	76	0	5	472	410
SRR19786839_k141_127796_4_560786698	417	132	70	0	9	253	347
ERR4869823_k141_624973_1_152878976	376	164	78	0	3	478	405
ERR2592283_k141_1605434_1_62269511	470	257	148	0	8	556	508
SRR5278609_k141_221145_1_67337694	250	119	55	0	0	197	154
SRR12404961_k141_674644_1_10140603	352	179	111	0	4	429	493
SRR22105547_k141_76172_22_158811835	316	147	72	0	4	453	394
SRR10132616_k141_232127_1_376320726	304	234	48	0	19	406	199
SRR14560427_k141_169411_1_423126917	417	184	46	0	3	472	123
SRR11088434_k141_3130471_5_383822884	491	227	127	0	2	498	498
ERR2592267_k141_420513_4_1034517	216	96	50	0	1	299	315
SRR12113415_k141_937031_6_100430743	480	293	139	0	99	595	396
SRR6747737_k141_501735_1_86472058	411	138	80	0	43	263	283
SRR8224501_k141_2495248_1_25058485	249	114	109	0	5	269	476
SRR14560424_k141_650130_2_421398329	257	164	66	0	4	446	342
SRR18331986_k141_123081_3_173520529	328	189	105	0	17	499	453
ERR2592283_k141_1248633_3_60309916	168	118	46	0	84	406	327
SRR6439731_k141_19207_1_200449512	456	119	74	0	2	419	331
SRR13727519_k141_404522_75_119025628	24	90	68	0	14	163	137
SRR14751622_k141_1336576_4_521439790	216	159	45	0	2	454	219
ERR5954421_k141_44473_1_208205281	362	185	99	0	188	362	212
SRR17063164_k141_1105229_2_87680818	309	120	53	0	1	251	151
SRR12404949_k141_530229_1_127347002	360	153	82	0	7	453	383
SRR18749958_k141_312721_2_91292962	20	107	78	0	17	239	206
ERR4678667_k141_967775_1_168649488	330	148	76	0	3	446	477
SRR14560427_k141_290644_2_422380837	312	232	127	0	4	547	461
SRR11088396_k141_272177_16_373160078	424	130	92	0	2	208	326
SRR13727527_k141_1608771_69_125519823	107	116	77	0	0	236	271
ERR3281027_k141_858678_21_5813879	151	98	64	0	1	206	445
SRR14932642_k141_74315_1_708028084	246	101	87	0	10	254	352
SRR22372523_k141_192333_6_201422427	525	272	81	0	42	160	376
SRR26726063_k141_201052_51_158467456	430	244	131	0	5	542	506
SRR6747726_k141_402743_1_76935692	374	137	66	0	2	335	201
ERR4678649_k141_399102_2_123072510	115	90	67	0	2	237	426
SRR13225456_k141_178824_2_343539908	35	88	90	0	15	176	269
SRR14751588_k141_872315_5_453480992	127	141	77	0	2	448	188
SRR14932540_k141_1350448_1_540833655	334	109	51	0	1	237	354
ERR3281024_k141_722292_7_3906834	97	93	48	0	1	227	412
SRR12113392_k141_672010_1_54985984	393	180	85	0	25	482	296
SRR11088483_k141_892552_1_406665467	284	235	66	0	13	173	438
SRR18749953_k141_223417_1_106590718	312	145	92	0	0	445	448
SRR22105534_k141_179363_1_141235575	374	118	108	0	27	341	232
ERR11269311_k141_35739_10_211697038	403	132	94	0	36	359	465
SRR22752013_k141_1791079_1_257836684	338	105	80	0	2	411	387
SRR19786821_k141_199286_2_547066091	236	129	59	0	91	447	382
SRR10132668_k141_648490_1_298169773	365	148	81	0	0	344	218
SRR14932548_k141_1415745_1_558529636	74	110	93	0	23	201	330
SRR14143314_k141_69928_1_29064399	333	121	58	0	2	376	364
SRR10132623_k141_331577_3_283530373	150	124	69	0	20	168	422
SRR25018400_k141_69486_1_627616658	207	203	59	0	21	326	159
ERR4678661_k141_121867_49_162267336	115	118	112	0	29	228	376
SRR18749954_k141_651461_3_107101420	26	106	77	0	9	215	230
SRR14932615_k141_1037460_1_660209811	251	135	67	0	1	412	238
SRR14932570_k141_163111_18_594522428	444	223	68	0	3	518	137
SRR13225453_k141_108692_8_340987585	541	303	165	0	156	606	488
SRR7369909_k141_175078_1_38306394	201	139	62	0	6	450	391
SRR22752044_k141_1757132_1_288400856	398	98	62	0	1	228	348
SRR13727531_k141_436310_5_129359673	21	88	67	0	9	177	114
SRR19786842_k141_178234_4_563354977	524	226	129	0	26	227	501
SRR11088485_k141_2170217_1_408541915	365	134	53	0	4	396	355
SRR12404952_k141_1870459_4_97248230	324	130	58	0	3	298	165
ERR3281039_k141_35225_2_12705329	222	115	107	0	1	355	460
SRR19786827_k141_378414_2_550989424	75	125	78	0	16	264	237
ERR9855099_k141_359479_4_66788709	388	142	69	0	9	432	282
ERR5954465_k141_1527693_1_237194989	77	103	74	0	14	229	140
SRR15237801_k141_227412_44_220890926	442	205	146	0	7	323	509
ERR2592260_k141_112598_7_13373717	525	269	99	0	27	267	526
ERR4678658_k141_628073_3_133709467	286	143	90	0	2	349	453
SRR11673997_k141_239079_2_425982697	355	98	47	0	5	202	155
ERR4678592_k141_199847_4_56196617	91	90	88	0	58	217	338
SRR14751607_k141_322683_2_468091362	221	188	83	0	6	521	438
ERR2592252_k141_351282_1_27454538	227	92	67	0	1	164	482
ERR4678569_k141_10800_1_5397486	45	132	85	0	18	290	258
SRR14932591_k141_1282798_1_633194098	333	153	55	0	8	465	340
SRR22372556_k141_115315_2_218802347	515	351	148	0	568	563	369
SRR14560463_k141_560463_3_442703477	317	222	93	0	11	478	164
SRR14932613_k141_1160608_35_656189406	362	219	75	0	34	334	234
SRR18331976_k141_16856_4_145903857	487	252	136	0	9	553	514
SRR19786823_k141_259034_1_547812223	184	104	70	0	2	362	366
SRR19786823_k141_55015_1_547939389	245	133	68	0	442	461	388
ERR11269307_k141_597730_2_206479469	287	143	84	0	2	275	457
SRR21705956_k141_262075_6_157108011	406	198	100	0	161	548	436
SRR12340499_k141_22440_2_219898899	397	207	100	0	37	188	345
SRR14932528_k141_124352_1_519726241	350	93	61	0	0	206	234
SRR3501852_k141_358303_2_30777029	345	158	62	0	2	334	284
SRR6800319_k141_270402_1_188842260	279	104	47	0	2	356	320
SRR3501886_k141_371006_1_51571067	443	198	110	0	11	521	453
SRR13727531_k141_106234_55_129077259	158	127	106	0	6	398	373
SRR22752048_k141_392175_1_295185994	364	107	46	0	0	211	315
SRR12450810_k141_240045_1_238152288	156	118	74	0	0	164	371
SRR13727531_k141_435110_3_129310510	310	188	114	0	0	386	491
SRR13727527_k141_428530_1_124088121	447	248	115	0	9	552	483
SRR19786847_k141_519095_20_566134011	293	120	59	0	14	315	211
SRR14932631_k141_748043_1_686111315	333	114	48	0	1	314	369
SRR22752014_k141_433905_2_259008986	234	115	50	0	14	336	325
SRR11088434_k141_233874_1_383996564	545	311	161	0	54	616	510
SRR6986814_k141_214151_6_7331320	261	114	52	0	36	171	149
ERR11269299_k141_975521_1_23868737	42	89	92	0	13	192	298
SRR9852176_k141_1987305_2_275327772	350	244	66	0	26	226	171
SRR14492177_k141_104473_101_373271790	526	148	92	0	298	553	434
SRR19238503_k141_85147_1_122357253	22	100	67	0	9	191	118
SRR12404958_k141_1331722_2_49190436	133	101	80	0	2	424	346
SRR13608701_k141_419651_7_347639167	513	206	79	0	4	261	477
ERR4678614_k141_186278_3_83888660	441	120	72	0	12	250	309
SRR8517163_k141_415932_5_32083368	240	133	51	0	1	391	302
SRR14554395_k141_129831_1_397359201	342	133	57	0	4	400	406
SRR11783213_k141_414367_1_436085549	382	148	72	0	6	509	351
SRR14932654_k141_2347387_4_731730232	441	171	85	0	222	387	314
ERR1713350_k141_1520710_1_104274866	313	144	66	0	4	438	440
SRR21705853_k141_503531_2_588696648	360	128	57	0	40	340	219
SRR9852188_k141_1286133_4_160484999	449	144	59	0	2	311	406
SRR10132627_k141_407872_6_286039396	25	107	50	0	9	252	137
ERR1713393_k141_35987_1_149878265	514	137	64	0	4	221	521
SRR14560407_k141_687116_2_479941283	224	99	73	0	5	439	338
SRR4754862_k141_719628_2_117903875	197	124	60	0	3	312	336
SRR21427519_k141_10853_1_147581083	247	151	77	0	1	471	442
SRR18749947_k141_60922_1_99373283	27	103	76	0	12	213	183
ERR4869713_k141_937194_3_70478096	241	160	88	0	1	335	366
SRR21694252_k141_848870_2_575004559	410	220	95	0	9	514	410
SRR24226003_k141_170_18_211769310	470	206	48	0	13	172	329
SRR22372573_k141_255787_1_226096448	370	145	73	0	451	353	274
SRR7369910_k141_149054_3_40129744	200	105	55	0	2	315	376
SRR12404952_k141_1203681_22_96583820	535	306	178	0	56	622	518
SRR18331982_k141_20442_8_179336445	329	162	107	0	3	307	486
SRR6747775_k141_65749_1_124716067	283	132	54	0	594	453	338
ERR4869810_k141_45846_5_136294707	159	235	77	0	38	243	150
SRR18331990_k141_81214_1_174203387	295	147	77	0	3	434	483
SRR21705956_k141_28483_10_157458782	358	100	84	0	6	322	368
SRR8512245_k141_224685_1_68811994	129	90	79	0	6	249	394
SRR11088454_k141_1064602_2_89876417	232	124	48	0	8	391	287
SRR21427518_k141_17342_5_146736236	193	134	47	0	3	349	229
SRR6797131_k119_113753_1_14190877	205	138	51	0	98	437	349
ERR9855086_k141_337600_1_42571331	112	95	61	0	1	195	429
SRR11088485_k141_1149957_2_410243129	465	135	59	0	0	344	132
SRR8351383_k141_1004998_3_204756906	349	129	75	0	289	333	231
SRR22105529_k141_847039_10_135714589	298	166	66	0	5	445	336
ERR4678659_k141_1272564_1_135418927	336	159	100	0	3	414	446
SRR1702232_k141_75533_2_13050320	508	252	105	0	12	530	373
ERR4678618_k141_1349609_1_91996612	226	119	101	0	459	254	400
SRR14932485_k141_1955049_23_454081978	355	167	101	0	15	523	446
ERR4678612_k141_439056_63_82835417	377	165	72	0	5	490	411
ERR3281032_k141_233038_1_9505407	237	156	55	0	8	359	190
SRR12332666_k141_142510_8_218601732	339	160	53	0	37	263	182
ERR11269302_k141_9633_1_198373750	61	178	49	0	21	264	142
ERR11181240_k141_3253_1_2753723	304	115	71	0	2	275	458
SRR15237817_k141_531252_17_248531726	279	175	61	0	276	261	144
ERR9903368_k141_85136_5_493027761	286	180	57	0	34	331	140
SRR22105546_k141_46837_48_157216856	414	239	128	0	5	515	465
ERR1713391_k141_1406589_1_148178135	413	98	62	0	1	223	401
SRR11182815_k141_38106_16_133909863	415	98	77	0	4	220	227
SRR13727520_k141_60687_31_119115385	148	112	66	0	1	310	392
SRR4754858_k119_139716_15_86582171	188	123	47	0	0	420	151
SRR6747763_k141_725130_2_112272535	373	118	54	0	1	389	251
SRR11783213_k141_141311_3_436099123	502	144	53	0	0	304	384
SRR14932516_k141_414193_4_493325416	522	116	46	0	1	355	351
SRR14932582_k141_465354_1_616292008	270	155	49	0	17	304	209
SRR10132668_k141_109152_1_298101427	461	193	127	0	30	476	354
SRR22372526_k141_11683_1_203231844	325	116	63	0	1	397	286
ERR4678575_k141_758779_6_35656622	236	98	115	0	1	231	472
SRR11235433_k141_348289_3_413244380	108	98	89	0	68	237	376
SRR24226019_k141_26576_52_199148571	152	203	57	0	23	202	185
SRR21203040_k141_44088_1_178195365	129	177	47	0	14	223	153
SRR13225456_k141_57432_21_343174595	47	104	98	0	19	198	314
SRR6797133_k119_51571_30_2969585	258	289	63	0	39	345	194
SRR11673976_k141_2488307_1_418424298	308	164	95	0	10	392	224
SRR14932514_k141_1211686_6_488826886	259	97	70	0	1	168	374
SRR22752045_k141_1051615_1_289207402	385	238	138	0	5	534	490
ERR4678569_k141_868776_2_5598164	41	108	101	0	31	203	317
SRR1702234_k141_69185_4_13336938	479	123	74	0	8	419	485
ERR5954489_k141_293141_2_271034650	267	95	52	0	34	229	154
ERR11269305_k141_209584_2_202903463	25	101	92	0	22	180	266
SRR14932543_k141_1035510_1_548342065	294	121	48	0	2	387	344
SRR15237808_k141_235898_1_226472023	274	152	68	0	6	490	368
ERR3281029_k141_204789_44_7490437	226	203	60	0	11	337	126
SRR22752015_k141_51764_1_262536747	262	143	74	0	2	413	433
ERR1713372_k141_630240_1_128569631	257	133	87	0	2	322	485
SRR13608728_k141_788884_1_363151585	102	89	51	0	2	264	183
SRR9261014_k141_173621_1_231390475	365	134	52	0	220	306	223
SRR12964612_k141_460042_1_113179228	314	130	85	0	0	260	255
SRR22752046_k141_993840_2_291443511	310	178	114	0	4	463	477
SRR8503606_k141_1018082_2_73139865	339	140	75	0	414	440	397
SRR7912025_k141_153378_2_58958807	336	109	63	0	2	184	490
SRR13727518_k141_39714_2_117372646	234	142	71	0	5	384	381
SRR18749959_k141_101063_1_91791286	31	94	64	0	9	173	124
SRR14560422_k141_490662_1_420226802	235	114	59	0	20	339	176
ERR4678606_k141_1462169_1_72334647	34	95	85	0	18	182	300
SRR13198928_k141_38966_1_239827463	303	181	103	0	5	483	449
SRR6986814_k141_118734_4_7131669	65	96	57	0	48	170	170
SRR8512234_k141_383695_1_61991403	35	94	84	0	5	183	265
SRR6337691_k141_226509_4_505795170	279	91	55	0	1	182	438
SRR9261048_k141_178834_1_248596557	481	197	100	0	5	496	278
SRR14143314_k141_38512_196_29155761	391	273	92	0	524	459	249
SRR3501849_k141_83464_3_146065122	329	107	48	0	0	195	403
SRR14932480_k141_540958_4_447803646	186	116	50	0	0	306	444
SRR13107682_k141_59351_1_382937397	218	178	55	0	42	264	142
ERR3761227_k141_1152910_2_107898395	208	114	61	0	2	368	376
ERR4678628_k141_1650809_1_34989484	39	93	99	0	18	197	344
SRR17063163_k141_980291_1_86518649	474	232	115	0	17	542	480
SRR10132625_k141_724079_2_285393283	342	220	97	0	6	517	431
ERR1725992_k141_420576_1_65002179	461	217	108	0	25	558	491
SRR18331972_k141_19408_3_145167896	272	88	112	0	3	277	273
SRR18331973_k141_46532_16_145362739	149	89	66	0	0	339	275
SRR9261030_k141_183800_1_239265537	225	105	53	0	19	250	364
SRR19238509_k141_560317_1_130793023	329	332	109	0	57	420	255
SRR9852218_k141_1273965_1_166850152	390	199	121	0	5	504	490
ERR1713352_k141_148327_1_106379339	343	153	69	0	7	483	478
SRR12404952_k141_596999_12_97438123	205	155	81	0	37	199	463
SRR12404952_k141_1564347_11_97634837	473	245	140	0	26	575	474
SRR9261036_k141_335580_3_242431515	220	97	53	0	0	222	138
ERR2105752_k141_78691_1_6560890	151	98	52	0	2	280	447
ERR2592280_k141_121403_1_62540751	353	172	93	0	4	474	487
ERR4869719_k141_316674_3_75462540	316	109	52	0	0	333	299
SRR3501889_k141_239819_3_58471690	467	163	85	0	15	511	428
SRR22752040_k141_454195_5_279471652	241	116	70	0	0	218	143
SRR14932518_k141_1313437_3_497779863	346	146	70	0	9	487	333
ERR1725979_k141_33773_1_185645828	114	96	49	0	3	333	202
ERR3761226_k141_1398652_1_102528237	366	142	81	0	11	358	339
SRR14932552_k141_1232861_33_563407340	403	193	107	0	12	553	424
SRR7369913_k141_228467_2_9675796	27	115	86	0	20	238	153
SRR11088411_k141_1746021_1_76906443	335	89	91	0	1	174	478
SRR9852175_k141_1700619_2_271803297	505	247	110	0	9	558	449
SRR19238509_k141_135377_10_130051233	290	161	65	0	9	423	405
ERR4678648_k141_1256486_2_122414878	191	126	68	0	4	250	388
SRR22752045_k141_1336849_2_290088981	205	196	67	0	9	245	162
ERR1725998_k141_60902_1_68512944	209	122	46	0	78	391	316
SRR19238507_k141_314779_3_128067064	372	119	59	0	33	173	216
SRR20681263_k141_735365_2_164316537	280	100	48	0	2	178	169
ERR2592247_k141_375688_1_22541247	254	165	93	0	2	352	218
SRR13727538_k141_58242_1_134701386	203	118	99	0	1	318	145
SRR3501859_k141_1053604_1_43005734	327	292	81	0	28	223	177
SRR10761724_k141_1263816_4_49679251	462	245	133	0	15	557	380
SRR14932579_k141_40798_2_611683596	314	194	58	0	28	264	178
SRR11088473_k141_1229405_5_400313893	425	175	83	0	4	351	169
SRR14932577_k141_1021250_1_607202071	324	326	102	0	50	393	227
SRR9852175_k141_150299_1_273032196	207	130	84	0	2	366	305
SRR10131203_k141_44239_2_279756173	52	143	45	0	2	378	273
SRR21802942_k141_71547_7_173902707	476	110	68	0	23	221	518
ERR4869782_k141_1437574_1_115605575	360	173	112	0	3	492	345
SRR12328016_k141_194694_1_217761633	278	188	53	0	247	243	134
SRR10132666_k141_240985_1_296816999	283	125	46	0	8	305	324
SRR15085116_k141_5803_3_50928646	425	135	55	0	2	166	419
SRR18749947_k141_917145_95_99077299	29	98	77	0	9	218	134
SRR13727519_k141_477123_290_118250671	33	107	72	0	13	217	173
SRR5306406_k119_10406_2_595320501	314	91	67	0	1	200	413
ERR1713367_k141_842515_1_121907305	514	298	128	0	26	251	512
ERR1713384_k141_1520182_1_137436950	95	142	71	0	1	349	434
SRR18749963_k141_961882_7_96139326	273	227	67	0	20	212	207
ERR1713340_k141_34384_1_91436186	301	139	100	0	11	421	470
SRR20309467_k141_331257_1_174816687	450	144	74	0	11	263	354
SRR9261039_k141_264340_1_244144646	350	137	59	0	58	350	252
ERR4678577_k141_1513512_1_41661350	184	92	55	0	1	220	354
ERR4678618_k141_649357_1_91933270	271	120	62	0	18	311	208
ERR11269310_k141_1441301_1_210810490	213	140	85	0	3	275	479
ERR1713372_k141_729308_2_128007376	303	166	95	0	5	423	490
ERR4678568_k141_1038673_9_3595492	331	148	63	0	7	466	283
SRR8208344_k141_176447_2_30681504	267	139	61	0	1	361	478
SRR15669521_k141_379267_1_142880712	409	143	99	0	42	299	246
ERR1713380_k141_459962_2_132664131	285	135	64	0	4	367	434
ERR4678577_k141_1093002_1_39950931	48	100	95	0	15	213	354
SRR22372524_k141_442985_2_202125524	50	94	88	0	16	194	277
ERR11269310_k141_104981_1_210044277	325	151	68	0	59	442	408
ERR1713406_k141_842596_1_164535988	339	118	83	0	4	190	510
SRR6337683_k141_234605_2_501724857	306	118	59	0	5	424	298
SRR3501854_k141_702929_1_33650212	368	91	61	0	4	228	193
SRR13225447_k141_219970_2_383623896	49	90	91	0	19	182	287
SRR19238510_k141_429832_1_131501462	229	119	89	0	2	287	464
ERR2592265_k141_26820_1_295909	384	170	84	0	2	470	486
SRR7369924_k141_182572_1_25453879	515	257	158	0	14	574	508
SRR9852219_k141_1632864_3_171661179	380	98	47	0	4	174	427
SRR14932584_k141_141578_8_618552914	170	103	48	0	2	276	151
SRR11536956_k141_1647954_9_71161400	213	197	50	0	32	288	119
SRR6337694_k141_289074_1_507059640	322	153	69	0	1	485	365
SRR9852182_k141_830762_2_287443678	335	90	67	0	34	174	220
SRR12964613_k141_672941_1_114749375	17	96	68	0	13	215	131
SRR14560430_k141_421329_5_424098705	246	132	62	0	11	331	159
SRR14932667_k141_36702_1_761126808	465	208	109	0	10	547	488
ERR4678616_k141_97600_4_89134792	241	148	85	0	1	419	460
SRR10598217_k119_23646_1_51169899	94	110	50	0	29	426	233
SRR7369916_k141_959529_3_13655753	170	141	75	0	4	425	146
SRR13727520_k141_65807_72_119333767	187	132	52	0	0	303	118
ERR4225396_k141_120065_22_62092378	152	97	61	0	3	342	243
SRR22372552_k141_29160_4_188958254	428	205	53	0	19	251	354
SRR12964614_k141_1110113_1_115623694	241	143	81	0	4	433	204
SRR7369911_k141_1126499_1_41561994	198	95	45	0	127	222	176
SRR9644739_k141_285267_38_64843344	46	114	73	0	8	202	152
SRR14932530_k141_962200_6_524004474	157	89	48	0	1	352	341
ERR4678642_k141_472889_3_145091621	467	221	124	0	5	522	493
SRR13727526_k141_190426_3_121962312	207	101	81	0	3	406	418
ERR4869756_k141_326118_12_99496409	252	141	47	0	9	209	124
ERR4678634_k141_1125699_8_112527403	473	220	105	0	32	216	484
SRR18331982_k141_81767_1_179405784	173	105	64	0	10	172	402
ERR11269302_k141_1795336_1_198585895	437	210	101	0	7	542	498
ERR12084963_k141_480054_1_37115681	206	95	58	0	0	286	198
SRR19786846_k141_115159_1_565334563	63	99	73	0	8	192	172
SRR22372509_k141_24084_1_179359223	42	96	69	0	15	198	322
ERR4678672_k141_458327_1_188954702	311	113	90	0	1	285	488
SRR11088476_k141_1054918_17_56432163	177	126	49	0	9	418	341
SRR12964613_k141_705010_2_114817913	390	211	148	0	3	380	498
SRR14932615_k141_599201_1_661186618	385	91	53	0	6	203	287
ERR4869746_k141_999657_2_94344164	390	200	116	0	20	544	343
ERR4678589_k141_371053_1_20996339	45	95	80	0	19	208	323
SRR21427519_k141_127964_3_147180694	240	101	81	0	66	261	349
SRR11088392_k141_639683_1_10542552	160	119	85	0	2	284	464
SRR1702232_k141_114875_30_13056923	523	226	126	0	17	387	340
SRR22372556_k141_115701_8_218817280	175	183	57	0	20	200	158
SRR26726064_k141_62797_13_158722954	187	138	100	0	4	425	368
SRR26726064_k141_325158_3_158927618	286	129	66	0	0	458	338
ERR4678580_k141_1630834_1_46713909	288	169	90	0	4	445	439
SRR14932624_k141_719827_1_675012611	257	113	54	0	96	429	318
SRR13225447_k141_679626_12_383392094	200	96	73	0	1	286	237
SRR21802943_k141_628785_3_175687066	20	95	78	0	9	181	117
SRR15237802_k141_118484_8_222215277	176	111	56	0	1	392	348
SRR9852187_k141_1761984_1_297663279	478	104	64	0	3	381	445
SRR10598217_k119_30340_9_51148039	137	141	95	0	11	301	245
SRR11088398_k141_73178_2_103990579	231	130	55	0	227	454	352
SRR14932575_k141_728357_32_604111139	371	115	64	0	5	364	338
SRR17063168_k141_1005409_1_542522341	186	203	89	0	2	415	457
SRR12113421_k141_547054_2_108929284	526	246	133	0	8	570	488
ERR9855087_k141_221328_1_55775897	150	108	54	0	0	191	255
ERR4678613_k141_39233_1_29315821	305	106	75	0	0	280	465
ERR4678602_k141_876395_16_65963439	434	180	82	0	5	470	485
SRR22752010_k141_858607_2_250583280	99	102	47	0	2	237	126
SRR18331972_k141_37455_1_145105770	189	105	85	0	1	179	447
SRR26726063_k141_62860_3_158320716	153	147	56	0	5	328	335
SRR11088437_k141_2014718_1_113316618	424	211	118	0	13	542	476
SRR19238493_k141_614764_2_111365952	301	242	85	0	30	235	159
SRR14751603_k141_486690_2_460024470	411	203	69	0	6	493	415
SRR9261023_k141_229366_1_235291131	367	115	65	0	141	300	300
ERR4222588_k141_313429_2_60694665	394	114	75	0	326	440	339
SRR5278608_k141_541947_1_74533090	222	134	52	0	66	430	356
SRR15669517_k141_158467_7_136038454	34	89	71	0	24	201	134
SRR14932637_k141_304619_2_698451548	326	106	55	0	1	265	168
SRR12404949_k141_916161_1_127575526	264	288	78	0	24	300	124
ERR3281035_k141_36581_8_10294878	308	176	79	0	4	462	437
ERR3281035_k141_31719_39_10364327	227	137	49	0	10	198	119
ERR5954442_k141_795523_2_221444070	249	172	112	0	12	446	461
SRR11088485_k141_287584_1_409587900	300	197	113	0	3	435	442
SRR22372534_k119_254305_1_192593176	320	182	53	0	37	233	139
SRR14932623_k141_148250_1_672856427	286	119	66	0	1	385	331
ERR1713363_k141_94008_1_117634340	303	157	96	0	4	463	473
SRR19238500_k141_257007_3_119228365	25	111	77	0	16	229	198
SRR6797133_k119_123962_2_2934689	230	131	75	0	0	263	312
SRR13225452_k141_228250_1_340431910	299	104	67	0	2	332	337
SRR22372587_k141_325320_3_186696847	38	89	77	0	15	195	330
ERR4678612_k141_132307_1_82201887	212	93	77	0	1	226	476
SRR6747793_k141_325547_1_161840977	316	129	47	0	10	187	182
ERR4678576_k141_1061195_1_37969204	361	171	88	0	2	466	463
SRR15085121_k141_49610_5_53898554	230	166	47	0	39	217	129
SRR22372573_k141_340771_2_226099366	368	115	56	0	1	277	335
SRR13727541_k141_213445_30_135804946	184	107	53	0	4	282	235
SRR14751619_k141_1288535_1_513378586	170	92	51	0	0	194	131
SRR3501854_k141_1009016_1_33314492	288	131	53	0	2	417	362
SRR3501855_k141_1001316_8_35703802	435	148	74	0	7	388	306
ERR1725966_k141_81193_3_180117271	503	244	122	0	28	272	510
SRR13994250_k141_3436520_1_438388102	371	119	51	0	1	376	292
SRR14560412_k141_162394_1_414558676	388	102	54	0	6	221	286
ERR9855088_k141_809763_17_52010161	57	113	105	0	27	226	352
SRR9261017_k141_365932_1_232708912	340	137	69	0	170	336	203
ERR4678577_k141_79660_1_39886077	207	142	55	0	3	408	468
SRR6337687_k141_245955_3_503287397	282	143	51	0	4	437	361
SRR6747785_k141_121876_2_139948356	358	145	66	0	172	380	208
SRR7369909_k141_245817_1_39218764	355	187	63	0	8	522	196
ERR1414227_k119_24371_4_6476923	390	88	56	0	9	219	285
SRR22372576_k141_28072_3_227296695	315	229	79	0	55	338	243
SRR15085116_k141_584440_3_51653053	482	282	107	0	26	238	520
SRR13727526_k141_467866_16_122453022	331	145	58	0	8	428	285
SRR18749955_k141_278859_2_108012948	26	118	74	0	12	244	199
SRR12964612_k141_14710_3_113718570	416	121	63	0	2	341	249
ERR4678560_k141_25199_1_150258685	315	128	67	0	1	396	481
ERR4678685_k141_352383_2_178732561	173	166	84	0	6	529	270
ERR1713347_k141_379970_2_99238186	300	122	61	0	5	379	393
ERR11181236_k141_237720_1_1734642	356	169	81	0	4	471	487
SRR13727533_k141_101643_65_130014976	218	116	67	0	7	339	342
SRR10132626_k141_563238_1_377434710	56	104	98	0	33	207	316
SRR19238494_k141_58690_9_112491127	153	132	51	0	4	385	149
SRR22372576_k141_97915_30_227251682	411	131	71	0	210	341	239
SRR18331980_k141_60954_5_179187685	320	205	112	0	5	489	440
SRR15669521_k141_265242_1_141100613	103	134	73	0	5	162	155
SRR19786840_k141_236969_7_561833578	40	100	88	0	31	199	317
SRR8351385_k141_1032285_1_209799581	194	128	84	0	3	319	440
SRR14751621_k141_790754_7_519479160	326	144	51	0	316	350	250
SRR6747728_k141_243175_1_78676488	531	132	61	0	0	176	283
SRR8797411_k141_368321_51_59631144	386	153	93	0	2	442	461
SRR13727522_k141_41162_26_120052976	110	118	92	0	4	388	152
SRR6747747_k141_252222_2_96990129	434	196	100	0	3	463	433
SRR14932551_k141_1146964_1_561355686	344	97	47	0	1	270	141
SRR22372577_k141_311881_1_227507648	389	313	83	0	95	434	288
SRR18331972_k141_74790_2_145041309	377	196	105	0	9	511	444
SRR26726064_k141_218947_1_158685564	545	320	170	0	28	604	516
SRR12450810_k141_216802_1_237954120	123	96	80	0	0	215	401
ERR1713391_k141_513162_1_148402467	392	141	93	0	4	446	433
SRR9261025_k141_388094_1_236655089	361	139	58	0	5	376	427
SRR14932487_k141_172156_6_461832379	431	301	104	0	64	455	260
SRR14932619_k141_302817_2_665309917	233	173	94	0	35	239	491
SRR18331974_k141_80639_4_145509846	271	138	85	0	2	468	438
SRR9261012_k141_247223_2_230538370	331	104	72	0	0	170	367
SRR1702233_k141_127079_1_13150523	345	197	103	0	5	537	367
