Representative	AS	DW	GW	Group	MW	NW	WW
ERR4678568_k141_704173_1_3828422	378	99	58	0	13	213	473
ERR4678685_k141_917474_2_178532881	54	108	81	0	16	253	216
SRR14932579_k141_381795_22_611789766	473	209	88	0	7	493	444
SRR18749946_k141_262200_2_97606956	32	103	73	0	9	206	166
SRR9852166_k141_264433_2_256528217	425	101	45	0	2	246	305
SRR4754862_k141_1187834_5_118509267	207	146	83	0	2	435	469
SRR12404949_k141_188100_38_125777817	29	108	60	0	7	186	146
SRR6337684_k141_292465_5_502135236	129	108	51	0	4	330	273
SRR12404952_k141_3209375_4_94696025	360	198	81	0	13	572	433
SRR13727522_k141_135728_16_119738476	222	114	87	0	1	320	443
SRR13727518_k141_181986_29_117351997	194	137	95	0	3	469	331
SRR19238510_k141_366618_1_131132630	141	88	52	0	3	371	115
ERR4869823_k141_470707_1_152327318	74	90	105	0	1	325	133
SRR10132619_k141_160999_8_281520080	252	132	46	0	3	437	400
ERR1725995_k141_59620_1_83740008	261	99	99	0	2	169	477
SRR15669520_k141_61815_14_139556198	260	143	51	0	5	480	369
SRR22105541_k141_477608_1_150783877	496	203	91	0	2	446	280
ERR1713386_k141_970717_1_142302665	35	89	90	0	16	161	274
SRR6337691_k141_61323_3_505713892	142	115	63	0	11	365	333
SRR6800319_k141_50842_1_188805390	381	119	77	0	2	329	457
SRR24226018_k141_66533_4_198677269	405	225	105	0	5	524	460
SRR12404955_k141_1332038_1_147296055	468	300	82	0	33	317	396
DRR198513_k141_19890_1_1389551	329	96	72	0	425	377	394
SRR14751604_k141_1934142_1_462062524	481	282	164	0	16	593	513
SRR14751621_k141_904382_1_520064759	398	99	73	0	11	301	463
SRR9852188_k141_504503_1_159358587	268	115	51	0	8	159	116
SRR13171216_k141_70542_3_47284106	344	131	50	0	2	348	272
ERR2592244_k141_178199_1_33423298	245	128	93	0	0	308	379
SRR19786828_k141_172031_1_551242459	197	136	49	0	55	430	367
ERR4678628_k141_1968581_1_33990604	51	96	98	0	16	193	282
SRR12404949_k141_378046_1_125844433	283	99	66	0	2	335	437
SRR8351382_k141_1705567_2_203467850	434	151	66	0	1	445	459
ERR11269307_k141_103477_1_205925205	305	114	62	0	0	249	170
ERR5954458_k141_367783_5_269360815	257	179	66	0	1	500	405
SRR2107215_k141_419393_294_23388013	277	242	63	0	32	276	260
SRR2107178_k141_69454_3_18121957	246	230	47	0	36	198	174
ERR3761227_k141_637596_3_107185777	247	169	48	0	12	426	204
ERR3281040_k141_145609_31_22861546	354	213	76	0	19	506	154
SRR12450810_k141_221450_1_238081429	341	108	56	0	0	428	355
SRR14932486_k141_1508393_3_458317364	404	148	80	0	7	496	362
SRR9261032_k141_213763_2_240083645	415	111	72	0	1	211	342
SRR14751592_k141_812261_2_454445966	55	88	86	0	5	177	278
SRR14932576_k141_1114473_1_606306420	387	189	95	0	3	401	344
ERR4225396_k141_599608_5_62161218	334	111	98	0	75	309	146
SRR13727526_k141_122952_13_122265012	302	166	77	0	5	504	331
ERR5954376_k141_1528471_3_175054664	366	118	57	0	0	315	134
SRR13107660_k141_588495_8_380854724	71	88	55	0	2	265	138
SRR15669520_k141_50262_1_140301022	280	113	59	0	5	196	191
SRR8831205_k141_717563_2_216906948	487	263	121	0	289	547	299
SRR14560466_k141_598487_6_445426481	416	232	68	0	16	246	514
SRR5278608_k141_5563_1_74475098	149	108	50	0	5	390	397
SRR18749953_k141_363677_14_106298894	29	103	70	0	21	267	247
ERR4678601_k141_226784_1_65398775	201	114	60	0	0	259	393
SRR14932593_k141_1108537_68_638339965	489	171	155	0	6	355	388
ERR9855095_k141_1032778_2_41041860	248	130	82	0	4	351	481
SRR17063163_k141_1487794_1_85527475	347	150	106	0	1	370	377
SRR14751624_k141_1239181_1_523033189	220	149	47	0	5	492	294
SRR13727527_k141_268587_2_124109362	59	101	88	0	21	194	323
SRR12404961_k141_3193807_1_11983983	196	173	47	0	4	483	128
SRR15085116_k141_56643_1_50755024	369	210	112	0	7	354	315
ERR9903367_k141_258010_37_251116911	319	105	46	0	3	206	310
ERR5954453_k141_816460_12_228913177	188	105	83	0	0	278	276
SRR2107181_k141_177158_2_18955287	150	202	51	0	22	216	162
ERR1713352_k141_950508_3_107629694	235	103	54	0	4	376	345
ERR4222572_k141_369837_2_56383278	498	241	126	0	13	560	502
SRR7369915_k141_486828_2_11950926	308	109	75	0	4	351	460
ERR4222572_k141_1152911_1_56247821	288	208	71	0	5	488	379
SRR5306406_k119_261109_1_595300662	349	260	67	0	87	377	181
SRR8205411_k141_392913_16_195051618	436	130	47	0	3	302	146
ERR4678573_k141_705990_1_12178275	220	101	64	0	4	308	171
SRR8648013_k141_69834_1_19048013	121	109	54	0	0	332	178
SRR8351382_k141_1094056_6_203353469	277	126	66	0	1	261	151
SRR13727529_k141_555505_107_127992379	118	103	49	0	2	381	135
SRR2107213_k141_25805_1_22690729	334	145	84	0	1	393	471
SRR21427519_k141_365837_32_147276137	540	308	175	0	25	610	512
ERR5954389_k141_1005229_2_186578624	206	162	47	0	20	213	124
SRR14751622_k141_1085711_1_522591666	303	114	49	0	13	469	174
SRR22372582_k141_52601_4_230197191	370	167	79	0	1	463	206
SRR13727527_k141_781580_10_125047242	357	169	82	0	6	326	344
SRR6337691_k141_102753_7_505737735	397	212	100	0	10	543	498
SRR6797145_k119_198530_3_1716251	47	97	87	0	11	175	296
SRR15085116_k141_20125_1_51454355	201	204	62	0	46	340	139
ERR5954436_k141_230098_3_217522821	260	148	58	0	3	479	190
SRR11088441_k141_230340_4_387416938	493	227	111	0	132	590	462
SRR14751588_k141_886091_1_451990543	286	176	82	0	8	514	437
SRR25018397_k141_19911_1_626119953	93	152	92	0	17	287	240
SRR12113397_k141_301576_1_70094174	437	223	137	0	141	495	406
SRR19238505_k141_281720_1_124713755	17	97	71	0	13	187	117
SRR8512242_k141_389931_1_65781725	52	105	104	0	23	194	333
SRR18331977_k141_110465_2_178635301	476	194	119	0	14	571	482
SRR12332666_k141_223386_1_218295744	428	119	49	0	6	179	388
SRR14751619_k141_944447_1_513731031	44	88	88	0	13	194	331
SRR22105536_k141_808733_1_144713632	370	151	57	0	27	486	344
SRR11088390_k141_1102307_2_22829443	329	191	63	0	35	241	491
SRR13608737_k141_1107830_1_366121991	22	114	70	0	9	197	115
SRR19238505_k141_563225_34_124973432	25	91	62	0	13	171	136
SRR11536956_k141_2523629_171_70606947	305	233	56	0	28	341	140
ERR11181231_k141_155029_8_465058	311	127	97	0	1	275	489
SRR22752015_k141_1586583_1_261869498	409	162	76	0	27	480	368
SRR11088380_k141_52678_1_365435234	327	163	77	0	1	465	462
ERR12084961_k141_239791_1_35533599	512	292	158	0	13	594	506
SRR14932523_k141_990737_4_511518854	415	121	91	0	2	184	347
ERR1713345_k141_129111_3_97148592	263	115	47	0	4	349	407
SRR19238504_k141_612616_1_123981812	391	156	76	0	199	392	226
SRR26726064_k141_111221_2_159021778	330	104	91	0	4	224	488
SRR10598224_k119_230617_2_67081640	97	178	50	0	15	200	158
SRR12964614_k141_813602_3_115370053	316	137	102	0	14	264	484
SRR12964614_k141_246553_18_115696024	334	164	96	0	7	475	436
SRR8517161_k141_941364_5_69087336	211	108	58	0	0	312	134
SRR14751620_k141_676653_3_515286397	45	98	87	0	13	185	296
SRR18749956_k141_460015_1_108903130	45	148	50	0	41	182	188
ERR12084946_k141_1083958_3_12549724	35	89	83	0	7	171	254
SRR21802947_k141_66457_1_590885911	169	116	46	0	2	284	125
DRR125127_k141_49165_2_27967723	189	108	52	0	3	391	241
ERR1725959_k141_65138_3_178219590	353	185	109	0	7	488	482
SRR13171211_k141_65152_4_45499040	362	163	68	0	10	232	238
SRR19786825_k141_406940_2_549024047	49	95	85	0	18	196	304
SRR14560393_k141_502762_1_402566359	486	261	142	0	34	582	494
SRR22752013_k141_1202612_3_258373821	519	265	159	0	16	585	511
ERR1725989_k141_337268_2_195387529	359	144	82	0	2	375	456
SRR9261024_k141_13694_3_236366635	283	247	69	0	32	279	218
SRR19238508_k141_61052_2_128765705	247	142	62	0	33	284	117
ERR9903369_k141_303000_1_272459297	352	155	55	0	5	160	446
SRR14751619_k141_795450_2_513534608	178	128	52	0	2	443	347
ERR4869753_k141_1174081_1_28309150	250	155	53	0	197	280	261
ERR5954449_k141_613796_4_223860226	221	138	92	0	34	419	368
SRR18749954_k141_287238_3_107782488	441	269	159	0	9	574	509
ERR2592260_k141_248832_1_13272195	453	187	144	0	6	562	512
ERR4678664_k141_611069_2_165422445	164	90	45	0	0	324	334
SRR18331972_k141_31061_2_145168372	164	97	103	0	2	270	196
SRR9644739_k141_107784_32_64947550	160	89	59	0	1	260	252
SRR14751604_k141_1988792_2_460963191	194	121	102	0	60	234	317
ERR1713357_k141_399185_2_112597430	426	98	78	0	13	202	483
SRR12404963_k141_1070589_2_79767952	133	127	62	0	8	499	423
SRR14751606_k141_876943_2_467157343	355	168	71	0	8	470	448
ERR4678589_k141_637887_1_21334306	256	130	89	0	2	250	467
SRR11235433_k141_739401_1_413210994	228	145	74	0	2	428	469
SRR14932665_k141_1767483_2_756185094	471	224	111	0	9	551	390
SRR9852164_k141_419412_2_251989644	352	170	90	0	48	498	253
ERR3281032_k141_122239_1_9596003	287	260	88	0	28	238	199
SRR13225454_k141_347345_2_385114459	308	180	101	0	1	471	411
SRR22752036_k141_1313687_1_266301755	353	94	49	0	217	265	220
SRR22105530_k141_415402_1_137190219	174	134	51	0	204	438	313
SRR21694250_k141_2936643_1_586248664	421	208	64	0	4	485	126
SRR14932542_k141_648562_1_545163792	546	265	171	0	15	570	508
SRR26726064_k141_333593_38_158733532	315	107	57	0	58	322	215
SRR12404959_k141_1882727_2_139684352	128	147	52	0	3	419	291
SRR14560448_k141_233300_3_433744309	82	93	63	0	25	215	148
ERR4678574_k141_266468_3_24893380	290	107	68	0	2	410	394
SRR22105546_k141_764315_28_157812766	29	93	58	0	6	168	118
SRR14455375_k141_334572_2_36350952	395	107	89	0	4	239	326
SRR14932477_k141_458514_6_443814640	302	95	56	0	0	321	268
SRR14560400_k141_285772_1_408203014	333	194	70	0	116	253	135
ERR4678572_k141_1496812_3_9893958	300	175	110	0	8	507	472
SRR13994250_k141_1523283_1_440049098	328	113	51	0	7	169	114
SRR22105535_k141_456906_1_142546000	36	128	84	0	24	206	293
SRR11674042_k141_322613_1_433582157	386	154	52	0	5	363	331
SRR14932550_k141_640419_1_559143463	418	174	51	0	3	412	125
SRR13727524_k141_154084_2_120864928	22	111	81	0	10	206	154
SRR6747744_k141_168371_1_93218844	433	150	82	0	14	487	483
SRR17063164_k141_865754_12_88402670	539	272	133	0	78	345	512
SRR12404955_k141_1020318_1_149144016	116	97	103	0	37	223	332
ERR4869831_k141_750535_1_160191518	312	151	75	0	0	427	322
SRR25018398_k141_149346_9_626950936	351	170	118	0	4	393	473
ERR4678660_k141_2044957_1_271874534	205	137	80	0	2	406	380
SRR9852209_k141_154439_1_339725525	374	99	59	0	9	293	259
SRR14751605_k141_1810331_1_463253237	209	116	46	0	2	266	405
SRR19238508_k141_168373_2_128118533	409	234	105	0	11	545	474
ERR2985267_k141_187944_1_5090029	549	180	59	0	16	364	535
SRR13107660_k141_371469_2_380943431	365	129	70	0	145	340	172
SRR18489177_k141_265964_1_194357826	269	135	56	0	388	448	323
SRR26502675_k141_480353_1_229592328	23	90	84	0	23	183	315
SRR15237808_k141_116566_129_226054103	252	143	68	0	5	491	205
SRR13727529_k141_444881_3_128278466	186	105	69	0	2	301	337
SRR2090172_k141_96442_12_45363631	446	216	124	0	8	565	483
SRR10132671_k141_338659_2_300338374	332	142	116	0	2	291	356
ERR1713331_k141_482928_1_83912954	41	99	88	0	24	175	154
SRR2103007_k99_36404_2_16772385	262	272	82	0	34	314	136
ERR2592278_k141_48962_1_54774960	386	155	60	0	1	310	461
SRR2090172_k141_418836_1_45717868	358	162	110	0	6	501	451
ERR4678560_k141_1208990_3_151686193	509	269	162	0	16	604	511
SRR11088434_k141_3405998_2_382846648	220	123	70	0	0	175	334
SRR850211_k119_2099_7_137347116	188	276	73	0	29	221	170
SRR2107210_k141_45566_8_21271531	395	156	55	0	103	382	214
SRR15669521_k141_430656_8_142445891	415	130	99	0	20	339	257
SRR25018394_k141_432901_1_624583053	411	165	81	0	450	403	256
ERR9973203_k141_836481_1_274790633	193	144	84	0	1	371	270
SRR9852171_k141_1362080_1_263100439	369	148	67	0	1	276	208
SRR11673991_k141_7815_1_423871566	204	97	45	0	2	290	466
SRR8351382_k141_1589421_1_202475884	77	89	67	0	8	174	177
ERR4869764_k141_221885_4_107052313	135	117	96	0	0	334	218
SRR22105529_k141_555475_1_135994842	247	144	66	0	3	342	362
SRR12404952_k141_17283_41_94899560	142	121	59	0	1	342	285
SRR13107661_k141_496232_1_307715492	40	97	52	0	0	284	180
SRR13225457_k141_50063_4_344616362	61	114	105	0	23	228	350
ERR11269303_k141_934945_1_200751789	33	92	92	0	16	193	295
ERR1076077_k141_15249_2_1199604	567	381	175	0	47	510	542
SRR12340499_k141_26730_12_220011351	147	106	106	0	1	208	221
SRR19238501_k141_858872_7_119722220	78	127	85	0	51	277	280
ERR4678677_k141_9060_1_194794259	161	133	47	0	46	202	150
SRR21427519_k141_327755_1_147189367	247	159	91	0	9	437	416
SRR11088379_k141_1386295_2_26727273	372	109	71	0	83	304	204
SRR14143301_k141_54783_2_72088439	50	99	98	0	17	209	319
SRR18749961_k141_98837_41_93819956	211	185	58	0	4	515	331
ERR4678574_k141_76360_2_25266549	349	89	65	0	2	174	466
SRR18749955_k141_28074_26_108205136	54	89	58	0	15	223	173
SRR10598223_k119_99559_25_66446585	318	121	49	0	8	402	132
ERR4869710_k141_1126559_1_69239250	234	118	60	0	6	403	401
ERR11269308_k141_212722_2_207844465	249	128	91	0	1	343	438
SRR5007118_k141_2216745_1_110112789	288	145	97	0	411	350	269
ERR4678683_k141_612583_2_176563244	242	93	77	0	6	260	364
SRR2090169_k141_277545_1_171598003	129	92	49	0	0	250	336
SRR8512239_k141_34872_19_64765050	445	265	89	0	81	318	268
SRR11088425_k141_2261321_8_379514942	347	203	49	0	40	311	381
SRR6747715_k141_241074_1_64816978	531	342	179	0	67	616	456
SRR14751622_k141_500978_1_522522173	431	229	102	0	11	537	456
DRR198516_k141_85559_1_22506056	358	228	127	0	26	335	290
ERR1725988_k141_92231_1_34619146	194	145	71	0	1	261	329
ERR1414231_k119_510742_1_8138926	312	186	47	0	40	221	141
SRR4754862_k141_172341_1_118518410	277	140	79	0	14	415	158
SRR18749955_k141_348768_1_108439884	107	113	88	0	17	255	200
ERR4678602_k141_762316_5_66119186	489	258	126	0	18	588	510
SRR11673976_k141_1772911_2_420600430	260	131	46	0	16	168	175
SRR6337688_k141_411734_1_503536189	378	170	73	0	2	515	481
ERR1713363_k141_387458_9_117613700	500	265	140	0	15	568	520
ERR5954382_k141_1168604_3_180347339	283	127	60	0	3	391	197
ERR3281027_k141_773772_1_5457980	354	145	61	0	108	325	360
ERR9903362_k141_329395_1_248863272	219	118	114	0	1	255	178
SRR11088437_k141_1068598_1_116962903	289	153	72	0	6	476	390
SRR14932531_k141_580020_2_525688117	273	142	53	0	1	208	122
SRR19238510_k141_361614_1_130989519	252	155	95	0	37	524	419
SRR14751624_k141_575462_5_524167545	358	132	79	0	2	412	218
SRR14751602_k141_1344851_1_457418838	265	89	63	0	1	242	437
SRR13225453_k141_260025_1_341426156	82	99	95	0	1	350	157
SRR14751607_k141_1766172_6_469970282	51	107	97	0	16	211	306
SRR13013686_k141_503139_3_302223332	178	157	49	0	29	480	156
ERR4678596_k141_810366_2_60982028	215	110	56	0	6	445	399
SRR13107661_k141_2840_1_307629630	361	106	66	0	16	340	476
SRR14560448_k141_363675_2_433883681	502	212	142	0	10	538	487
SRR14560432_k141_627382_3_424386101	212	88	45	0	3	356	357
SRR6747745_k141_97986_1_94175685	261	103	46	0	1	350	291
SRR22752010_k141_1134273_1_251641468	295	144	53	0	0	428	436
SRR14560470_k141_277455_1_446956839	375	143	58	0	364	369	226
SRR22372540_k141_206677_8_213695197	405	271	81	0	22	383	180
SRR12113407_k141_2783136_1_76385268	519	267	161	0	169	410	252
SRR2107216_k141_397930_13_24208317	270	180	46	0	17	237	201
ERR4869825_k141_1401222_2_153888783	193	139	50	0	59	433	329
SRR14751620_k141_555033_1_517322219	71	158	57	0	3	473	129
SRR14751620_k141_752787_1_517593495	403	95	78	0	30	301	334
SRR10761721_k141_981756_5_73113721	296	169	45	0	1	477	438
SRR9261042_k141_384996_2_245845882	198	131	48	0	207	423	320
SRR11088483_k141_470328_16_406510040	533	218	112	0	19	397	446
SRR13608700_k141_780897_1_386416897	354	183	65	0	4	474	411
ERR1713411_k141_553071_1_170862959	373	118	59	0	3	346	397
SRR15237817_k141_323040_1_248227694	277	144	87	0	2	377	457
SRR9852199_k141_1309673_1_320567516	425	137	75	0	1	224	293
ERR4678660_k141_1370578_1_270700627	170	117	82	0	1	272	441
ERR4678651_k141_604284_3_127556901	50	103	97	0	19	194	314
SRR1702233_k141_108201_1_13247975	507	252	156	0	16	547	510
SRR15669520_k141_6530_1_139773703	330	260	59	0	17	226	333
SRR19238500_k141_132626_1_119233284	31	108	73	0	12	202	117
SRR8797414_k141_8022_1_63019073	28	88	70	0	10	218	153
ERR4678693_k141_505333_2_187002007	284	89	47	0	6	338	385
ERR3281030_k141_309105_26_8424853	290	131	65	0	8	329	224
SRR12964612_k141_73185_6_113154106	496	208	127	0	14	541	505
SRR13706189_k141_306991_6_242212399	352	104	61	0	18	298	240
SRR21427516_k141_75087_1_48232563	381	300	91	0	97	424	219
SRR14751629_k141_535415_1_524919669	301	193	60	0	6	491	393
ERR1725947_k141_150954_3_175106069	180	90	80	0	1	212	460
ERR4678642_k141_1089638_1_145451061	264	144	73	0	6	468	436
ERR1713385_k141_614969_1_140046469	112	126	110	0	136	284	408
SRR21802942_k141_191005_9_173969422	345	89	65	0	2	194	384
SRR18331972_k141_55795_2_145086947	322	203	129	0	5	396	497
ERR2105754_k141_703912_2_4376217	314	167	69	0	10	485	421
SRR9261007_k141_57607_3_228178500	538	106	53	0	1	242	332
SRR13122108_k141_65758_1_183467586	282	193	59	0	611	291	130
ERR4678638_k141_616658_1_140422078	42	114	97	0	16	198	322
ERR1725986_k141_125827_1_74276241	174	100	71	0	2	217	472
SRR9261027_k141_146519_3_237797396	285	129	65	0	1	324	231
SRR22752039_k141_179860_8_267415785	193	96	46	0	2	289	390
SRR21203052_k141_38255_3_165725334	252	208	54	0	13	249	152
SRR21203052_k141_55193_122_165767017	550	182	104	0	28	202	502
SRR13107691_k141_861689_1_333798397	132	130	48	0	4	397	147
SRR13727524_k141_154287_1_120872928	129	100	55	0	61	158	124
ERR4678689_k141_493490_1_181031828	246	94	46	0	5	365	326
SRR10132660_k141_610352_2_292758889	328	180	114	0	7	508	470
ERR4678570_k141_1282055_2_7379106	340	221	125	0	3	482	498
SRR19238506_k141_644375_1_126107047	178	114	49	0	45	178	123
SRR6986819_k119_151064_2_32290583	310	178	75	0	4	520	464
SRR7369910_k141_816242_1_40203149	177	101	56	0	0	229	123
SRR6986826_k141_328702_2_34822159	178	105	91	0	2	215	175
SRR15669522_k141_307508_4_144025211	517	253	136	0	22	583	467
SRR6337697_k141_126574_1_509231388	452	207	49	0	39	484	166
SRR9852171_k141_228481_11_263157795	437	229	107	0	4	551	465
SRR6439736_k141_352623_5_2582342	481	234	133	0	11	551	510
SRR14932620_k141_1121640_4_668707139	509	281	120	0	25	278	528
SRR4833084_k141_220171_2_31620110	361	182	88	0	2	444	464
ERR11269296_k141_294954_2_52278019	522	288	178	0	404	581	504
SRR3098776_k141_410010_1_52830718	184	172	47	0	23	185	163
SRR22372517_k141_79333_2_182577769	418	102	60	0	6	201	524
SRR18749947_k141_886849_4_99436304	69	101	73	0	18	233	198
SRR3501850_k141_207651_1_27523426	279	99	49	0	4	333	454
ERR11269305_k141_1211967_1_202619655	246	132	68	0	1	402	426
SRR6747806_k141_550790_1_181874243	285	155	58	0	347	327	208
SRR12404956_k141_1953131_1_152858460	297	217	60	0	28	340	173
SRR2107210_k141_24978_8_21092884	310	203	81	0	2	490	403
ERR2592255_k141_50111_2_48114538	414	212	126	0	18	511	437
SRR14751619_k141_814002_1_514075719	44	102	96	0	22	191	315
SRR14751609_k141_496212_1_489811681	395	139	77	0	3	443	391
SRR19238512_k141_608285_1_134310461	329	171	89	0	5	538	448
ERR12084943_k141_484887_3_5684057	416	244	139	0	20	573	495
SRR14932673_k141_271464_2_770839571	499	264	75	0	34	312	411
ERR3761208_k141_553186_2_103069546	223	92	50	0	145	280	227
