20	6428870
40	14719178
60	26820052
80	36543994
100	46146751
120	55475044
140	63422047
160	71659706
180	79334561
200	85108737
220	91901533
240	99223483
260	105246447
280	111759956
300	119238546
320	123893575
340	129556352
360	134820847
380	138902801
400	143516752
420	146948276
440	151374900
460	154810172
480	157445654
500	162873823
520	165325088
540	167183631
560	169210793
580	169765804
600	169765804
620	169765804
640	169765804
