20	3694448
40	9322120
60	15620333
80	21885690
100	25802262
120	30081145
140	35105249
160	38383903
180	43096253
200	46440539
220	48943447
240	52989308
260	56111781
280	59087151
300	62349615
320	65290312
340	67309644
360	69289144
380	71869827
400	73644301
420	75114948
440	76850661
460	77991667
480	79538731
500	80430756
520	81357156
540	81801418
560	81804007
580	81804007
600	81804007
620	81804007
