SRR2107216_k141_347651_2_23816132	SRR6747800_k141_126835_1_176488419
SRR2107216_k141_347651_2_23816132	SRR8351382_k141_186955_1_201898398
SRR2107216_k141_347651_2_23816132	SRR8351382_k141_186959_1_201898619
SRR2107216_k141_347651_2_23816132	SRR8351384_k141_436909_1_207133675
SRR2107216_k141_347651_2_23816132	SRR8351385_k141_99281_1_207797192
SRR2107216_k141_347651_2_23816132	SRR8831205_k141_184925_1_217509406
SRR2107216_k141_347651_2_23816132	SRR8831205_k141_612017_1_218433654
SRR2107216_k141_347651_2_23816132	SRR9260997_k141_327721_1_223034806
SRR2107216_k141_347651_2_23816132	SRR9261000_k141_299056_1_224537048
SRR2107216_k141_347651_2_23816132	SRR9261002_k141_231997_1_225685906
SRR2107216_k141_347651_2_23816132	SRR9261005_k141_442644_1_227000971
SRR2107216_k141_347651_2_23816132	SRR9261006_k141_52862_1_227709226
SRR2107216_k141_347651_2_23816132	SRR9261007_k141_220023_1_227971633
SRR2107216_k141_347651_2_23816132	SRR9261021_k141_7195_1_234444568
