Bin	Group	iRep	Coverage	Domin	Phylun	Class	Order	Family	Genus	Specie
GW-ERR3281023_bin.44	GW	1.396384973	22.18319149	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas sp016656965
GW-SRR12964611_bin.59	GW	1.342772831	9.269698461	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__
GW-SRR12964612_bin.1	GW	1.298114749	20.16899791	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__
GW-SRR21427515_bin.22	GW		6.909017949	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__
GW-SRR8797411_bin.29	GW	1.410122809	6.54845666	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__
DW-ERR2105748_bin.75	DW	1.773773028	14.34006489	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter sp903889785
DW-SRR19238497_bin.36	DW	1.334901369	13.03853758	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__
DW-SRR19238497_bin.87	DW	1.413235151	18.40035286	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__
GW-ERR3281023_bin.56	GW	1.621545212	16.83605738	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter vibrioides_A
GW-SRR13727526_bin.12	GW	1.391778622	81.3257182	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__
DW-SRR18749950_bin.45	DW	1.563925492	10.69942056	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp004299445
DW-SRR18749951_bin.13	DW	1.575173222	30.16066939	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp004299445
GW-ERR3281022_bin.40	GW	1.474819886	13.8683471	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
GW-SRR13727526_bin.21	GW	1.317503387	16.89303958	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
WW-SRR12450756_bin.29	WW	1.906518377	6.766229206	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
GW-SRR8797411_bin.22	GW	1.390635049	9.321462747	d__Bacteria	p__CG2-30-53-67	c__CG2-30-53-67	o__CG2-30-53-67	f__CG2-30-53-67	g__CG2-30-53-67	s__
AS-ERR1076082_bin.29	AS	1.697054486	6.376274469	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__Competibacter_A	s__Competibacter_A sp016713505
AS-ERR1076082_bin.45	AS		4.313802215	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__Competibacter_A	s__
AS-SRR3501884_bin.41	AS	1.723818858	8.271243601	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__Plasticicumulans	s__Plasticicumulans sp003962905
WW-SRR12450756_bin.4	WW	1.410997132	61.24772677	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__RXIW01	s__
WW-SRR12450810_bin.26	WW	1.467790109	209.0046585	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__RXIW01	s__
GW-SRR13727527_bin.201	GW	1.201640693	38.2386173	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR37	s__
GW-SRR12113411_bin.77	GW	1.312986044	14.90148321	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__JACQFL01	s__JACQFL01 sp016200085
GW-SRR12113392_bin.69	GW	1.363262144	10.36349434	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__DSPA01	g__DSPA01	s__DSPA01 sp016185365
AS-SRR11088380_bin.38	AS	2.078351221	5.947713941	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_I	s__Enterococcus_I aquimarinus
NW-ERR4222570_bin.132	NW	2.032632727	31.84046532	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__F1-60-MAGs149	g__F1-60-MAGs149	s__F1-60-MAGs149 sp903960645
AS-SRR14932485_bin.23	AS	1.287034739	13.55989866	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__Fimbriimonadaceae	g__UBA2017	s__UBA2017 sp002335425
AS-ERR1414229_bin.29	AS	1.628581585	8.372209842	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium lutivivi
GW-SRR12113392_bin.30	GW	1.445696508	11.84289823	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ga0077554	f__Ga007554	g__Ga0077554	s__Ga0077554 sp016191235
GW-SRR12113392_bin.50	GW	1.306648324	20.3055798	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ga0077536	f__Ga0077536	g__CAIKBL01	s__CAIKBL01 sp016191285
GW-SRR12964611_bin.33	GW	1.395599023	31.54850505	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Ga0077539	g__SCUS01	s__
DW-SRR24226005_bin.27	DW	1.453035801	57.10701222	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Gallionellaceae	g__Gallionella	s__
AS-SRR13994250_bin.11	AS	1.427945961	8.106192303	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__	s__
GW-SRR12964612_bin.59	GW		4.924616568	d__Bacteria	p__Myxococcota	c__UBA9042	o__GCA-2863065	f__GCA-2863065	g__SXOO01	s__
GW-SRR12113392_bin.92	GW	1.315939963	30.58516372	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__JACPPC01	s__JACPPC01 sp016191225
DW-SRR17063163_bin.68	DW	2.166426868	23.41329677	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__PNKF01	s__
DW-SRR17063164_bin.36	DW	2.087322207	14.69137418	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__PNKF01	s__
GW-SRR13727527_bin.293	GW	1.524309594	28.81830764	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__UBA4720	s__
GW-SRR12964612_bin.42	GW	1.394136434	5.521219064	d__Bacteria	p__Desulfobacterota	c__GWC2-55-46	o__GWC2-55-46	f__GWC2-55-46	g__	s__
NW-DRR125124_bin.35	NW	1.92698943	7.241813218	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__UBA12189	s__UBA12189 sp014189895
DW-ERR2105748_bin.50	DW	1.365070327	11.30972422	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__	s__
GW-SRR21427516_bin.30	GW	1.258463882	27.97070289	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Hyphomonas	s__
WW-SRR12450756_bin.12	WW	1.610895924	6.718173223	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__UBA7672	s__
GW-ERR3281022_bin.14	GW	1.435727901	13.26633069	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__JABCZS01	f__JABCZS01	g__	s__
GW-ERR3281023_bin.38	GW	1.482445711	13.68958114	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__JABCZS01	f__JABCZS01	g__	s__
AS-SRR14932479_bin.17	AS	1.685154699	27.86264883	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__JADIYW01	g__JADJSS01	s__
GW-SRR13727527_bin.6	GW	1.26015824	22.4218528	d__Bacteria	p__Desulfobacterota	c__JAENJC01	o__JAENJC01	f__JAENJC01	g__	s__
AS-SRR13994250_bin.125	AS	1.742913356	6.946193636	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptonemataceae	g__	s__
AS-SRR3501861_bin.3	AS	1.467076117	6.782487299	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptonemataceae	g__JAEUSB01	s__
NW-ERR2338392_bin.10	NW	1.686261239	10.20597213	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__Limnocylindraceae	g__Limnocylindrus	s__
GW-SRR13727527_bin.1	GW	1.766209621	15.70455805	d__Bacteria	p__Desulfobacterota_E	c__MBNT15	o__MBNT15	f__MBNT15	g__CG2-30-66-27	s__
DW-SRR15085115_bin.6	DW	1.187807612	186.2476384	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__Methylotenera_A sp002083635
AS-SRR11235435_bin.18	AS	1.369622968	11.35901377	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__JAGNKE01	s__JAGNKE01 sp018000295
AS-SRR11673976_bin.100	AS	1.264789923	21.7099804	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__JAGNKE01	s__JAGNKE01 sp016699735
GW-SRR7912025_bin.43	GW	1.267997409	22.50984581	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__Micavibrio_B	s__
NW-ERR2345104_bin.36	NW	1.458092991	10.28263523	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__
WW-SRR12450756_bin.28	WW	1.685235577	10.88477575	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__UBA2784	s__
DW-ERR2105750_bin.55	DW	2.204909045	17.57289493	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Miltoncostaeales	f__Miltoncostaeaceae	g__SYFI01	s__
GW-SRR21427516_bin.8	GW	1.630403158	8.332600773	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__	s__
NW-SRR10132616_bin.7	NW	1.527695648	6.008769706	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Perlucidibaca	s__
AS-SRR8208348_bin.109	AS	1.986596254	21.34704441	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
DW-SRR22105534_bin.15	DW	1.702611373	7.263901049	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
DW-SRR24226005_bin.39	DW		72.64897878	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium paragordonae
GW-SRR12964611_bin.10	GW	1.488598819	22.46952611	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__JAEUJQ01	s__
DW-SRR19238497_bin.62	DW	1.21755915	96.20474116	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Hydrocarboniphaga	s__Hydrocarboniphaga daqingensis
DW-SRR19238497_bin.45	DW	1.249525612	32.28508233	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Stagnimonas	s__
DW-ERR2105748_bin.101	DW	1.256581114	15.74088123	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__	s__
DW-ERR2105748_bin.79	DW	1.526938183	9.162207245	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__	s__
NW-ERR4222569_bin.35	NW	2.294703372	29.2342968	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__VFJL01	s__VFJL01 sp903957805
GW-ERR3281023_bin.22	GW	1.634944187	12.07056175	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__	s__
AS-SRR11235435_bin.40	AS	1.887034374	18.24189424	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_A	s__Nitrospira_A sp900170025
AS-SRR11673976_bin.83	AS	1.861755089	46.70695039	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_A	s__Nitrospira_A sp900170025
AS-SRR3501861_bin.14	AS	1.723554358	16.81491166	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_A	s__Nitrospira_A sp900696505
WW-DRR198500_bin.2	WW	1.684852291	5.502926072	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_A	s__Nitrospira_A sp009594855
DW-SRR19238497_bin.19	DW	1.799439767	7.980699332	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_F	s__Nitrospira_F sp002083565
DW-ERR2105750_bin.105	DW	1.324872497	10.59844738	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Palsa-1315	s__
GW-SRR13727526_bin.10	GW	1.789800571	47.26515768	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Palsa-1315	s__
GW-SRR12964611_bin.34	GW	1.248880964	34.81597533	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__Ga0077546	s__
DW-SRR15085116_bin.73	DW	1.164473295	125.5903057	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__JAFKGK01	s__JAFKGK01 sp017307165
DW-SRR24226005_bin.2	DW	1.196453415	43.43396074	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__QKMZ01	s__
AS-SRR14932485_bin.141	AS	1.364273947	35.90206821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__JADKFV01	s__JADKFV01 sp016717325
AS-SRR3501861_bin.22	AS	1.700524931	14.90819013	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__OLB10	s__OLB10 sp002455375
AS-SRR8223441_bin.29	AS	1.759774747	11.28710477	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__OLB10	s__OLB10 sp002455375
GW-SRR13727527_bin.148	GW	1.360722302	18.45476164	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	s__
GW-ERR3281022_bin.34	GW	1.683985699	9.385748069	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__
GW-SRR13727526_bin.107	GW	1.47355363	50.92603532	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__
DW-SRR18749950_bin.42	DW	1.247121688	96.94510061	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXKJ01	s__
WW-SRR22752048_bin.50	WW	1.808592604	5.936751327	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Brevilactibacter	s__
DW-SRR21802942_bin.72	DW	1.326791353	67.11012963	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fluorescens_AN
GW-SRR10598224_bin.28	GW	1.320748561	52.19092231	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp018816095
GW-SRR13727526_bin.65	GW	1.506401719	11.73497421	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E mandelii
GW-SRR8797411_bin.47	GW	1.142236906	53.62638837	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__
GW-SRR18331975_bin.9	GW		4.858377933	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_K	s__
NW-ERR9973203_bin.73	NW	2.050392274	11.16502389	d__Bacteria	p__Myxococcota	c__Bradymonadia	o__REDH01	f__REDH01	g__CAIWGR01	s__CAIWGR01 sp903873545
NW-ERR9973203_bin.117	NW	1.308509028	11.67859981	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__2-12-FULL-49-11	f__RGXB01	g__RGXB01	s__
GW-SRR10598223_bin.11	GW	1.233065428	23.32082797	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__RCIZ01	s__RCIZ01 sp018823835
WW-DRR198516_bin.1	WW	1.706517788	6.937928844	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dokdonella	s__Dokdonella sp016712865
GW-ERR3281023_bin.40	GW	1.703007513	18.80415791	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__Rhodanobacter sp001898415
AS-SRR8208348_bin.35	AS	1.440514022	7.381745683	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Amaricoccus	s__
GW-SRR13727526_bin.67	GW	1.355412683	15.61212401	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Cypionkella	s__Cypionkella sp009773375
GW-SRR15669520_bin.88	GW	1.638832001	49.08997817	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Cypionkella	s__Cypionkella sp001828855
GW-SRR15669520_bin.46	GW	1.342053247	23.89649125	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__
GW-SRR8797411_bin.27	GW	1.39203533	15.18051556	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__KMS-5	s__
WW-ERR1713342_bin.25	WW	1.413442297	9.172961893	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__
GW-SRR21427515_bin.63	GW	1.344984287	12.20830052	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseinatronobacter	s__
GW-SRR21427516_bin.29	GW	1.318718839	12.37923476	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseinatronobacter	s__
GW-SRR8797411_bin.28	GW	1.336741824	8.010913379	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__	s__
DW-SRR24226005_bin.29	DW	1.516891446	51.62990186	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__66-26	s__66-26 sp001897745
AS-SRR14932485_bin.132	AS		62.77136571	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Accumulibacter	s__
AS-SRR3501861_bin.42	AS	1.285379315	12.02452913	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Accumulibacter	s__
AS-SRR3501861_bin.51	AS	1.568527966	16.39172385	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Accumulibacter	s__
AS-SRR11235435_bin.27	AS	1.70383962	17.74849621	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__Azonexus sp016705475
GW-SRR12964612_bin.11	GW	1.672989329	27.97142605	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__Azonexus sp018780195
GW-SRR21427515_bin.7	GW	1.339464694	12.28448171	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__
DW-SRR15085115_bin.50	DW	1.800649021	16.44135193	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Ga0074130	s__
DW-SRR15085116_bin.33	DW	1.728396789	14.28219129	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Ga0074130	s__
GW-SRR12113409_bin.16	GW	1.344898966	18.08825073	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__JACRAR01	s__JACRAR01 sp016194935
AS-SRR14932485_bin.90	AS	1.318019288	17.53789353	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__JAEUNJ01	s__JAEUNJ01 sp016791145
AS-SRR13994250_bin.130	AS	1.442016055	21.09487464	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__JAEUNL01	s__JAEUNL01 sp016791115
GW-SRR10598223_bin.12	GW	1.248105968	19.41137564	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis sp018824085
GW-SRR10598224_bin.17	GW	1.21584789	33.33228305	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis sp018824085
GW-SRR13727526_bin.71	GW	1.319868703	78.83270739	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Rugosibacter	s__Rugosibacter sp016235025
AS-SRR11235435_bin.29	AS	1.416788643	10.82690468	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SSSZ01	s__SSSZ01 sp016720065
AS-SRR13994250_bin.208	AS	1.888249762	15.51162594	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SSSZ01	s__SSSZ01 sp009469685
AS-SRR8208348_bin.19	AS	1.502189923	13.57171308	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SSSZ01	s__SSSZ01 sp009469685
AS-SRR8223441_bin.1	AS		35.32459479	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SSSZ01	s__SSSZ01 sp009469675
WW-DRR198516_bin.11	WW	1.552369489	8.287491646	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SSSZ01	s__SSSZ01 sp009469665
GW-SRR13727527_bin.212	GW	1.515457297	17.19191595	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Sulfuritalea	s__
WW-ERR1713342_bin.46	WW	1.708299052	12.94125579	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Tepidiphilus	s__Tepidiphilus succinatimandens
AS-SRR11235435_bin.54	AS	1.349424203	18.54371595	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera aminoaromatica
AS-SRR3501861_bin.48	AS	1.706830392	11.56240071	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera aminoaromatica
AS-SRR8223441_bin.15	AS	1.667592492	7.936287107	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera aminoaromatica
DW-SRR6439735_bin.34	DW	2.011009043	33.86553178	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera aminoaromatica
GW-SRR21427515_bin.19	GW	1.322413196	43.61966907	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__UBA2250	s__
DW-SRR6439735_bin.8	DW	2.300606893	11.86693128	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Zoogloea	s__
WW-SRR22752047_bin.102	WW	1.840447864	6.785918789	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Zoogloea	s__Zoogloea ramigera
WW-SRR22752048_bin.17	WW	1.814914993	11.39922602	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Zoogloea	s__Zoogloea ramigera
DW-ERR2163668_bin.68	DW	1.483051813	14.60278468	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__SHVO01	s__
DW-SRR15085116_bin.51	DW	1.443683206	20.9860449	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__RVW-14	g__AaIE-18	s__
GW-SRR13727526_bin.30	GW	1.249665125	23.55739549	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Nanopelagicales	f__S36-B12	g__UBA10649	s__
